SKILL_ID,SKILL_NAME,text_type,text_mode,text_genre,skill_domain,task_complexity,cognitive_demand,extraction_confidence,extraction_notes,extracted_timestamp
d010f61e-e69f-e311-9503-005056801da1,"Compare and contrast a literary text's portrayal of time, place, and characters with historical facts and nonfictional accounts of the same period (e.g., discuss the portrayal of historical characters and events in <i>Johnny Tremain</i> as opposed to the facts and accounts presented about the Revolutionary War in a history text)",mixed,prose,mixed,reading,advanced,analysis,high,"Skill requires comparing fictional literary texts with nonfictional historical accounts, thus mixed text types and genres. The compare/contrast task involving literary portrayal versus historical facts represents advanced analytical thinking appropriate for Grade 7.",2025-10-16T10:17:06.423692
70604438-8d67-4ee1-9162-e5be6eddde78,"Compare and evaluate how different authors develop and use narrative techniques, including plot structure, word choice, and other devices to shape literary works, impact their audience, and create meaning",fictional,prose,literary,reading,advanced,evaluation,high,"Skill focuses on comparing and evaluating multiple authors' narrative techniques in literary works, requiring advanced analytical and evaluative thinking. The emphasis on narrative techniques, plot structure, and literary devices indicates fictional/literary texts. Grade 12 level combined with 'compare and evaluate' confirms advanced complexity and evaluation-level cognitive demand.",2025-10-16T10:17:12.636209
c510f61e-e69f-e311-9503-005056801da1,"Compare and contrast elements (e.g., major events/problems, setting, moral/lesson) in similar stories (e.g., describe similarities and differences between books in a series written by the same author or books with the same or similar characters or plots)",fictional,prose,narrative,reading,intermediate,analysis,high,"Skill explicitly focuses on comparing story elements (events, setting, moral) across similar fictional narratives. The compare/contrast task and identification of similarities/differences clearly indicates analysis-level cognitive demand. Intermediate complexity as it requires understanding multiple texts and making connections between them.",2025-10-16T10:17:20.534197
c797bc68-78ac-41c6-9c29-477819daf2be,"Analyze fundamental documents of historical and literary significance from Latin American countries (e.g., Bernal Díaz del Castillo, <i>Historia de la conquista de la nueva España</i>, Simón Bolívar, ""Convocatoria del congreso de Panamá"" y José Martí, ""Nuestra América"") including the way in which they address related topics and concepts",informational,prose,mixed,reading,advanced,analysis,high,"Skill involves analyzing historical and literary documents from Latin America. Text genre is 'mixed' because it includes both historical documents (expository) and literary works (literary/argumentative). The skill explicitly requires analysis of how documents address related topics and concepts, placing it at the analysis level of Bloom's taxonomy. Task complexity is advanced due to the requirement to compare multiple complex historical texts and identify thematic connections.",2025-10-16T10:17:26.621301
b74c87a2-6e52-4fbc-8046-15c534341ed7,"Evaluate various explanations of concepts and ideas encountered in informational text or media, and determine which explanation best accords with textual evidence, noting discrepancies among sources",informational,prose,expository,reading,advanced,evaluation,high,"Skill explicitly focuses on evaluating multiple explanations in informational text/media, comparing them against textual evidence, and making judgments about which is best supported - clear evaluation-level cognitive demand with advanced complexity appropriate for Grade 12",2025-10-16T10:17:31.991595
65ecec66-66ac-4315-8cbf-6c9c18c375b7,"Compare how related texts from different forms or genres (e.g., story vs. poem; essay vs. article) approach similar themes and topics",mixed,mixed,mixed,reading,advanced,analysis,high,"Skill explicitly requires comparing across different forms (story vs. poem) and genres (essay vs. article), indicating mixed text types, modes, and genres. Primary cognitive demand is analysis (comparing approaches to themes). Task complexity is advanced due to cross-genre synthesis requirements at Grade 8 level.",2025-10-16T10:17:38.054743
d011f61e-e69f-e311-9503-005056801da1,"With prompting and support, determine how things are alike and different in informational texts on the same topic (e.g., in illustrations, descriptions, or procedures)",informational,prose,expository,reading,intermediate,analysis,high,"Skill explicitly focuses on informational texts and requires comparing/contrasting (analysis). Despite kindergarten level, the cognitive demand is analysis as students must identify similarities and differences. Task complexity is intermediate because it involves comparison across multiple texts, though scaffolded with prompting and support.",2025-10-16T10:17:43.582469
589750d8-8174-49eb-85eb-e64cf14bcead,Compare and contrast the treatment of similar themes or topics across literary genres or mediums in order to explain how the genre or medium shapes the theme or topic,mixed,mixed,literary,reading,advanced,analysis,high,"Skill requires comparing themes across multiple genres and mediums (literary texts), analyzing how form shapes content. Mixed text_type and text_mode because skill explicitly addresses multiple genres and mediums. Advanced complexity due to cross-genre/medium comparison and explaining relationships between form and theme.",2025-10-16T10:17:48.302012
4e324c9c-a69f-e311-9503-005056801da1,Compare and contrast information and conclusions in texts on the same topic,informational,prose,expository,reading,intermediate,analysis,high,"Skill explicitly requires comparing and contrasting information across multiple texts on the same topic, which is characteristic of informational/expository texts. The cognitive demand is clearly 'analysis' as students must identify similarities and differences between texts and their conclusions. Task complexity is intermediate as it requires working with multiple texts and making connections between them.",2025-10-16T10:17:52.596301
20487761-8f83-4e17-bea9-f487df961f92,"Analyze and compare how meaning, content, or style differ in texts published in different time periods",mixed,not_applicable,not_applicable,reading,advanced,analysis,high,"Skill requires comparing texts across historical periods, analyzing meaning, content, and style differences. This is clearly analytical work requiring comparison and evaluation of multiple texts. Text type is mixed as historical comparison could apply to both fictional and informational texts. Task complexity is advanced due to the comparative and temporal analysis required.",2025-10-16T10:17:57.276430
c810f61e-e69f-e311-9503-005056801da1,"Compare and contrast how stories, myths, and other traditional literature from various cultures approach similar themes and ideas and how different stories may employ archetypal patterns (e.g., discuss variations on the quest such as in <i>Where the Mountain Meets the Moon</i> by Grace Lin)",fictional,prose,literary,reading,advanced,analysis,high,"Skill focuses on comparing and contrasting stories, myths, and traditional literature across cultures, identifying themes and archetypal patterns. This requires analytical thinking beyond basic comprehension. The mention of specific literary works like 'Where the Mountain Meets the Moon' and discussion of quest archetypes confirms fictional/literary focus with prose as the primary mode.",2025-10-16T10:18:01.877832
0712f61e-e69f-e311-9503-005056801da1,"Compare and contrast how two significant nonfiction works address similar themes and concepts (e.g., the Declaration of Independence and the Virginia Declaration of Rights)",informational,prose,argumentative,reading,advanced,analysis,high,"Skill explicitly focuses on nonfiction works (informational) with argumentative nature (Declaration of Independence, Virginia Declaration of Rights). Requires comparing/contrasting themes across texts, which is analysis-level cognitive work. Advanced complexity due to synthesis of multiple significant historical documents.",2025-10-16T10:18:06.228445
0fa0fa79-3703-4219-ad74-6f7d151e7cd2,"Compare and contrast literary devices, techniques, and forms represented in literature of different cultures and eras",fictional,mixed,literary,reading,advanced,analysis,high,"Skill focuses on comparing literary devices across cultures and eras, requiring analysis of literary texts. Mixed mode because literary forms can include both prose and poetry. Advanced complexity due to cross-cultural and cross-temporal comparison requirements.",2025-10-16T10:18:10.436918
2243210e-d964-4d97-94fd-ee097ebf394b,Use strategies such as graphic organizers to analyze relationships between ideas or viewpoints in literary texts,fictional,mixed,literary,reading,intermediate,analysis,high,Skill explicitly focuses on literary texts and analyzing relationships between ideas/viewpoints using graphic organizers. The use of analytical strategies and focus on relationships indicates intermediate complexity with analysis-level cognitive demand per Bloom's taxonomy.,2025-10-16T10:18:14.337405
3b9528f3-d839-450b-b6d9-c5d528ac7d5f,"Describe how works of literature from various cultures and time periods (e.g., Hispanic and Native American literature) reflect authors' culture, and compare different perspectives found in texts to one's own",fictional,prose,literary,reading,advanced,analysis,high,"Skill focuses on analyzing literature from diverse cultures, requiring students to identify cultural reflections in texts and compare multiple perspectives. This involves both analysis (understanding cultural context) and evaluation (comparing perspectives to one's own), placing it at advanced complexity with primary cognitive demand of analysis.",2025-10-16T10:18:19.484522
c010f61e-e69f-e311-9503-005056801da1,"Compare and contrast characters and events in familiar stories (e.g., tell how the wolf in ""Little Red Riding Hood"" is different from the wolf in ""The Three Little Pigs"")",fictional,prose,narrative,reading,intermediate,analysis,high,"Skill explicitly requires comparing and contrasting characters and events across multiple familiar stories, which is an analytical task. The examples given (Little Red Riding Hood, Three Little Pigs) are fictional narrative prose. This is intermediate complexity as it requires students to identify similarities and differences across texts, not just within a single text.",2025-10-16T10:18:23.961230
d9954635-cfee-46ad-8092-f2f4c99314f9,"Compare and contrast how two authors unfold an analysis or series of ideas or events including the order in which points are made, how they are introduced and developed, and how connections are made between them",informational,prose,expository,reading,advanced,analysis,high,"Skill focuses on comparing how two authors unfold analysis or series of ideas/events, which indicates informational/expository texts. Requires advanced analytical thinking to compare structural and developmental elements across multiple texts. Primary cognitive demand is analysis with elements of evaluation.",2025-10-16T10:18:30.062719
be10f61e-e69f-e311-9503-005056801da1,"With prompting and support, compare and contrast characters and events in familiar stories (e.g., tell how Snow White's experience is similar to that of Sleeping Beauty)",fictional,prose,narrative,reading,intermediate,analysis,high,"Skill explicitly focuses on comparing and contrasting characters and events in familiar stories (fairy tales), which requires analytical thinking. The 'with prompting and support' indicates scaffolded instruction appropriate for kindergarten, but the cognitive demand remains analytical as students must identify similarities and differences between story elements.",2025-10-16T10:18:34.764562
cbbafbb1-d0e9-4ee1-a143-079326d60007,Compare and contrast the audiovisual and multimedia elements of a wide variety of texts and media,mixed,not_applicable,not_applicable,reading,intermediate,analysis,high,Skill focuses on analyzing audiovisual and multimedia elements across various text types and media formats. The compare/contrast nature and multimedia focus makes text_mode and specific genre not applicable. Cognitive demand is clearly analysis per Bloom's taxonomy.,2025-10-16T10:18:38.877093
6ab610a0-c49e-4515-a54e-b33aa71353c4,"Listen to and compare poems by different poets or from different cultures (e.g., two haikus from different time periods)",fictional,poetry,literary,listening,intermediate,analysis,high,"Skill explicitly involves listening to and comparing poems, requiring analytical thinking to identify similarities and differences across poets/cultures. The comparison aspect elevates this beyond basic comprehension to analysis level.",2025-10-16T10:18:44.154255
8e1ca625-e707-43c2-85b3-677d03af80ea,"Analyze archetypes and motifs found in classical literature and how classical literature has affected modern literature and film (e.g., explain how the movie <i>The Lion King</i> interprets themes from Shakespeare's <i>Hamlet</i>)",mixed,prose,literary,reading,advanced,analysis,high,"Skill involves analyzing literary elements (archetypes, motifs) across classical and modern texts/media, requiring comparison and interpretation. Mixed text_type because it involves both fictional literature and informational analysis of literary elements. Advanced complexity due to cross-textual analysis and synthesis of themes across different media forms.",2025-10-16T10:18:49.053164
c2c1f965-f8f7-4bbc-b793-b1874e164011,Compare and contrast related literary and informational texts including their organizational structure and their treatment of themes and topics,mixed,not_applicable,not_applicable,reading,advanced,analysis,high,"Skill explicitly requires comparing both literary (fictional) and informational texts, examining organizational structures, themes, and topics. This is clearly an analytical reading comprehension task requiring students to identify similarities and differences across text types. Task complexity is advanced due to multi-text comparison and multiple analytical dimensions (structure, themes, topics).",2025-10-16T10:18:55.362644
ab66c920-a941-4e31-913b-af915c65e404,"Analyze and compare how literary elements are used in different types of literary text (e.g., how character development in a play is different than in a novel)",fictional,mixed,literary,reading,advanced,analysis,high,"Skill involves analyzing literary elements across different text types (plays vs novels), requiring comparison of how elements function differently in various literary forms. Mixed text_mode because it explicitly compares dramatic and prose forms.",2025-10-16T10:18:59.612938
0a12f61e-e69f-e311-9503-005056801da1,"Analyze the effects of an increasingly subtle range of logical fallacies such as appeals to pity or common opinion, ad hominem attacks, red herring, and false dilemma on an argument",mixed,prose,argumentative,reading,advanced,analysis,high,"Skill focuses on analyzing logical fallacies in arguments, which requires critical reading of argumentative texts. While primarily argumentative, students may encounter fallacies across various text types. The task requires advanced analytical thinking to identify subtle fallacies and evaluate their effects on argument validity.",2025-10-16T10:19:04.111187
0cbc3e46-dd6c-4fe7-b27e-3b6ff31b7436,Recognize when irrelevant evidence is introduced in an argument,mixed,prose,argumentative,reading,intermediate,analysis,high,"This skill requires analyzing arguments to identify irrelevant evidence, which is an analytical task. While primarily focused on argumentative texts, students may encounter arguments in various contexts (informational articles, opinion pieces, debates). The skill involves distinguishing relevant from irrelevant support, placing it at intermediate complexity and requiring analysis-level cognitive processing.",2025-10-16T10:19:13.449342
d511f61e-e69f-e311-9503-005056801da1,"Explain what the author of a persuasive text is trying to influence the reader to think, feel, or do",informational,prose,argumentative,reading,intermediate,analysis,high,"Persuasive texts are argumentative/informational. Skill requires analyzing author's intent and identifying persuasive purpose, which is analytical thinking beyond basic comprehension.",2025-10-16T10:19:17.270425
0612f61e-e69f-e311-9503-005056801da1,"Delineate and evaluate the argument and specific claims in a text, assessing the degree to which the reasoning is valid and the evidence is relevant and sufficient",informational,prose,argumentative,reading,advanced,evaluation,high,"Skill focuses on analyzing and evaluating arguments, claims, reasoning validity, and evidence sufficiency in texts - clearly argumentative genre. Requires evaluation-level cognitive demand per Bloom's taxonomy. Advanced complexity due to multi-layered analysis of argument structure, reasoning, and evidence quality.",2025-10-16T10:19:21.723995
0c12f61e-e69f-e311-9503-005056801da1,"Delineate and evaluate the logic and reasoning in an argument, identifying its strengths and weaknesses and assessing its evidence for relevance, quality, credibility, and completeness",informational,prose,argumentative,reading,advanced,evaluation,high,"This skill requires students to critically evaluate arguments by analyzing logic, reasoning, and evidence quality - a clear evaluation-level cognitive task. The focus on argumentation indicates informational/argumentative texts. This is an advanced reading comprehension skill involving multiple layers of critical analysis.",2025-10-16T10:19:28.917288
e6334c9c-a69f-e311-9503-005056801da1,"Identify misleading statements and contradictions used to persuade the reader, and explain why they are misleading or contradictory",informational,prose,argumentative,reading,advanced,evaluation,high,This skill requires students to identify logical fallacies and evaluate persuasive techniques in argumentative texts. The dual requirement to both identify and explain why statements are misleading/contradictory places this at the evaluation level of Bloom's taxonomy. Argumentation is typically found in informational/persuasive texts.,2025-10-16T10:19:33.147383
1312f61e-e69f-e311-9503-005056801da1,"Delineate and evaluate an argument's validity, impact, logic, evidence, completeness, response to counterarguments, and general appeal, citing evidence from the text",informational,prose,argumentative,reading,advanced,evaluation,high,"Skill explicitly focuses on evaluating arguments, which requires analyzing argumentative texts. The task involves multiple high-level cognitive processes including delineating structure, evaluating validity, logic, evidence, and counterarguments - all characteristic of evaluation-level thinking in Bloom's taxonomy.",2025-10-16T10:19:38.653690
41324c9c-a69f-e311-9503-005056801da1,"Distinguish opinions by analyzing a text for words that can signal opinions such as comparative and superlative adjectives (e.g., better, best)",mixed,prose,argumentative,reading,intermediate,analysis,high,"Skill focuses on analyzing text to distinguish opinions through signal words (comparative/superlative adjectives). While primarily used in argumentative texts, opinions can appear in various text types. Task requires analysis of language features to identify opinion statements, placing it at intermediate complexity and analysis level of cognitive demand.",2025-10-16T10:19:43.367023
8211f61e-e69f-e311-9503-005056801da1,"Identify the author's opinions or ideas (e.g., what does the author think about elephants?) in an informational text",informational,prose,expository,reading,intermediate,analysis,high,"Identifying author's opinions requires distinguishing between facts and opinions, and analyzing authorial perspective in informational text. This goes beyond basic comprehension to analytical thinking about author's viewpoint.",2025-10-16T10:19:48.052909
7679be65-71b5-42e2-b7bf-c9573978d702,"Explain the differences between rhetorical devices (e.g., metaphors, repetition) and errors called logical fallacies (e.g., overgeneralization, bandwagon)",informational,prose,argumentative,reading,intermediate,analysis,high,"Skill requires analyzing and distinguishing between two categories of argumentative techniques (rhetorical devices vs. logical fallacies), which involves comparative analysis of argumentative texts. The ability to explain differences indicates comprehension beyond mere identification.",2025-10-16T10:19:53.807845
61befe61-e6db-4995-b8e4-a30cc59be078,"With support, determine whether a digital source is factual by considering its use of evidence",informational,prose,argumentative,reading,intermediate,evaluation,high,"Skill involves evaluating digital sources for factual accuracy by examining evidence use, which is an evaluative reading task applied to argumentative/informational texts. Task complexity is intermediate due to scaffolding ('with support') and grade level, though the cognitive demand is evaluation-level.",2025-10-16T10:19:58.269013
d611f61e-e69f-e311-9503-005056801da1,Describe how the reasons an author gives support the points the author makes in a text,informational,prose,argumentative,reading,intermediate,analysis,high,"Skill focuses on analyzing how reasons support points in argumentative texts, requiring students to identify the relationship between evidence and claims - a core analytical skill in reading comprehension of persuasive/argumentative writing.",2025-10-16T10:20:03.096796
04344c9c-a69f-e311-9503-005056801da1,"Analyze rhetorical devices such as parallelism (e.g., ""by the people, for the people""), hyperbole, and humor to determine their effects on an argument",informational,prose,argumentative,reading,advanced,analysis,high,Skill focuses on analyzing rhetorical devices within argumentative texts to determine their effects. This requires analytical thinking about how specific devices function within arguments. The skill is reading-focused as it involves analyzing existing texts rather than producing writing.,2025-10-16T10:20:07.008926
db334c9c-a69f-e311-9503-005056801da1,"Identify persuasive material in context (e.g., distinguish between advertising and other content)",informational,prose,argumentative,reading,intermediate,analysis,high,"Identifying persuasive material and distinguishing advertising from other content requires analytical thinking to recognize persuasive intent and differentiate text purposes. While Grade 1 level, the skill involves analysis rather than basic recall. Text type is informational as advertising and persuasive materials are non-fiction; genre is argumentative as persuasion is the core focus.",2025-10-16T10:20:12.764466
182a4e99-7a68-4d57-a41f-34babaa41405,Evaluate the author's qualifications to write on the subject of the text,informational,prose,argumentative,reading,advanced,evaluation,high,"Evaluating author qualifications requires critical analysis of credibility and expertise, which is an evaluative task typically applied to informational/argumentative texts where author authority matters for assessing argument validity.",2025-10-16T10:20:16.406493
1112f61e-e69f-e311-9503-005056801da1,"Analyze use of logical fallacies (e.g., appeals to pity or common opinion, personal attack/ad hominem, doublespeak, false dichotomy, false causality, red herring, straw man, false assumption, caricature, loaded terms, leading questions, overgeneralization, bandwagon effect, non sequitur, circular logic, hasty generalization) in arguments, persuasive material, and formal and informal debates; analyze their effects on the text and reader; and explain why fallacies are not valid forms of reasoning",mixed,prose,argumentative,reading,advanced,evaluation,high,"Skill involves analyzing logical fallacies across multiple text types (arguments, persuasive material, debates). Primary focus is on evaluating reasoning validity and analyzing effects, which represents high-level critical thinking. While argumentative texts are central, the skill applies to any persuasive material. Cognitive demand is evaluation as students must judge the validity of reasoning and assess impact on text and reader.",2025-10-16T10:20:24.605239
cf11f61e-e69f-e311-9503-005056801da1,"With prompting and support, answer questions about the clearly stated reasons an author gives to support points in a text (e.g., answer the question ""why does the author think you should brush your teeth?"" after listening to a text about brushing your teeth)",informational,prose,argumentative,listening,basic,comprehension,high,Skill focuses on identifying author's reasons in argumentative text through listening comprehension. The 'with prompting and support' and 'clearly stated reasons' indicate basic level. Example about brushing teeth confirms informational/argumentative genre. Primary activity is listening ('after listening to a text') followed by answering comprehension questions about stated reasons.,2025-10-16T10:20:28.969001
da324c9c-a69f-e311-9503-005056801da1,Understand that fact is not subjective but that both facts and opinions can be misinterpreted or manipulated to lead to false conclusions,informational,prose,argumentative,reading,advanced,evaluation,high,"This skill requires students to evaluate the validity of arguments by distinguishing between objective facts and subjective opinions, and to analyze how both can be manipulated. This is a high-level critical thinking skill within argumentation that involves evaluation of reasoning and evidence, typically applied to informational/argumentative texts.",2025-10-16T10:20:33.295164
f0334c9c-a69f-e311-9503-005056801da1,"Trace the development of an author's argument, and identify and evaluate supporting evidence for adequacy, accuracy, and appropriateness",informational,prose,argumentative,reading,advanced,evaluation,high,"Skill requires tracing argument development and evaluating evidence quality (adequacy, accuracy, appropriateness), which are high-level analytical and evaluative tasks applied to argumentative texts.",2025-10-16T10:20:37.762830
ed334c9c-a69f-e311-9503-005056801da1,Evaluate the relevance and accuracy of information,informational,prose,argumentative,reading,advanced,evaluation,high,"Evaluating relevance and accuracy of information requires critical analysis and judgment, placing it at the evaluation level of Bloom's taxonomy. The skill is situated in argumentation, which typically involves informational/argumentative texts. This is an advanced task requiring students to make judgments about quality and credibility of information.",2025-10-16T10:20:41.777090
07344c9c-a69f-e311-9503-005056801da1,"Evaluate credibility of a text based on analysis of bias and quality of information, reasoning, and support",informational,prose,argumentative,reading,advanced,evaluation,high,"Skill explicitly requires evaluation of credibility through analysis of bias and quality of reasoning/support, which are hallmarks of argumentative texts. This is a high-level critical reading skill involving judgment and evaluation per Bloom's taxonomy.",2025-10-16T10:20:47.983945
a091e59c-ea76-4dce-83d5-56bac15fd0cb,"Analyze rhetorical devices such as parallelism (e.g., ""Que te amo con el alma, que te quiero con el corazón""), hyperbole, and humor to determine their effects on an argument",mixed,not_applicable,argumentative,reading,advanced,analysis,high,"Skill focuses on analyzing rhetorical devices in argumentative contexts. While the example uses Spanish, the skill applies to analyzing persuasive techniques across text types. Task requires identifying devices AND determining their effects on arguments, indicating analysis-level cognitive demand. Advanced complexity due to multi-layered analysis of rhetorical impact.",2025-10-16T10:20:52.466859
1a12f61e-e69f-e311-9503-005056801da1,"Critique an argument's claims, reasoning, use of evidence, premises, responses to counterarguments, and overall effectiveness",informational,prose,argumentative,reading,advanced,evaluation,high,"This skill requires evaluating multiple components of argumentative texts including claims, reasoning, evidence, premises, counterarguments, and overall effectiveness. The critique process represents the highest level of cognitive demand (evaluation) and advanced task complexity appropriate for Grade 12.",2025-10-16T10:20:56.373460
e511f61e-e69f-e311-9503-005056801da1,Distinguish between fact and opinion and recognize that opinions need to be supported if the author wants readers to agree,informational,prose,argumentative,reading,intermediate,analysis,high,"Skill focuses on distinguishing fact from opinion and understanding argumentative support, which is characteristic of argumentative/persuasive texts. Requires analytical thinking to differentiate between factual statements and opinions, and to evaluate whether opinions are adequately supported.",2025-10-16T10:21:01.425332
f211f61e-e69f-e311-9503-005056801da1,"Recognize weaknesses and logical fallacies in an argument (e.g., personal attack, exaggeration, stereotyping, categorical claims)",mixed,prose,argumentative,reading,advanced,evaluation,high,"This skill requires evaluating arguments for logical fallacies and weaknesses, which is a high-level critical thinking task. While primarily a reading comprehension skill, it applies to argumentative texts across both fictional and informational contexts. The cognitive demand is evaluation as students must judge the validity and quality of reasoning.",2025-10-16T10:21:05.645560
dc11f61e-e69f-e311-9503-005056801da1,"Identify the reasons the author provides that support the main claim and describe the logical connections between the main claim and the reasons (e.g., explain why the author thinks you should believe the point he or she is making)",informational,prose,argumentative,reading,intermediate,analysis,high,Skill focuses on analyzing argumentative text structure by identifying reasons supporting claims and explaining logical connections. Requires analytical thinking to understand author's reasoning and persuasive intent.,2025-10-16T10:21:09.977084
87324c9c-a69f-e311-9503-005056801da1,Distinguish facts from opinions and recognize when opinions and inferences are not supported by facts or reasons,mixed,prose,argumentative,reading,intermediate,analysis,high,"This skill requires analyzing argumentative texts to distinguish facts from opinions and evaluate whether opinions/inferences have factual support. While primarily applied to argumentative texts, the skill can be applied across text types. The cognitive demand is analysis as students must examine relationships between claims and evidence, and task complexity is intermediate as it goes beyond basic identification to evaluating logical support.",2025-10-16T10:21:17.319597
a934157b-d617-4513-82db-88ee45398b8c,Construct logical and persuasive arguments crafted using rhetorical devices and understanding of audience and culture,mixed,prose,argumentative,writing,advanced,synthesis,high,"Constructing logical and persuasive arguments requires synthesizing rhetorical devices, audience awareness, and cultural understanding. While primarily a writing skill, it applies across text types. The use of rhetorical devices and audience/cultural considerations elevates this to advanced complexity requiring synthesis-level cognitive work.",2025-10-16T10:21:21.508405
471be2e5-7f91-422d-871e-393496fa397f,Analyze contemporary political debates for rhetorical devices and logical fallacies,informational,prose,argumentative,reading,advanced,analysis,high,"Skill involves analyzing political debates (informational/argumentative texts) to identify rhetorical devices and logical fallacies, which requires advanced analytical thinking and critical reading skills typical of Bloom's analysis level.",2025-10-16T10:21:29.625991
f6334c9c-a69f-e311-9503-005056801da1,Recognize and evaluate propaganda and slanted text,informational,prose,argumentative,reading,advanced,evaluation,high,"Recognizing and evaluating propaganda and slanted text requires critical analysis of argumentative/persuasive informational texts. This is an advanced skill involving evaluation-level thinking per Bloom's taxonomy, as students must judge bias, identify manipulative techniques, and assess credibility of sources.",2025-10-16T10:21:34.789593
c3324c9c-a69f-e311-9503-005056801da1,"Analyze text for use of facts, opinions, and unsupported and supported inferences",informational,prose,argumentative,reading,advanced,analysis,high,"Skill requires analyzing argumentative texts to distinguish facts, opinions, and evaluate inference support - a core critical reading skill for argumentation that demands analytical thinking beyond basic comprehension",2025-10-16T10:21:40.018310
