CONTENT_AREA_SHORT_NAME,SKILL_AREA_NAME,GRADE_LEVEL_SHORT_NAME,SKILL_ID,SKILL_NAME,PEDAGOGICAL_LIMITS
ELA,Narrative Writing,1,c03dd8db-1289-44ee-804b-42e474566a31,Include details about events in first-grade narrative writing,
ELA,Narrative Writing,1,c1d97f7b-684f-4921-91f3-9f7ff30279f4,Use temporal words to signal the order of events in first-grade narrative writing,
ELA,Narrative Writing,1,f72459b6-0171-421e-8965-4e69d802a7a6,Introduce events in first-grade narrative writing,
ELA,Narrative Writing,2,0ba81555-5e32-48bf-83cd-cbbed33c2612,Describe feelings in second-grade narrative writing,
ELA,Narrative Writing,2,0eaba9dd-ec3f-4117-9de0-7f9834c371ab,Use words to signal order in second-grade narrative writing,
ELA,Narrative Writing,2,1380d921-53c3-4c89-82d8-24bf2f082431,Describe thoughts in second-grade narrative writing,
ELA,Narrative Writing,2,26f97b52-25d6-4c94-8eaa-f1c56346c628,"Compose a narrative appropriate to task, audience, and purpose in response to a prompt based on second-grade reading",This is more of a cumulative skill assessing general reader response to a text. The reading material can be any genre: the resulting writing is specified by writing type. Users should use more specific related skills if the standard and/or content warrants it.
ELA,Narrative Writing,2,49addd3f-1aa8-48c4-8caf-3a9a567fd014,Describe actions in second-grade narrative writing,
ELA,Narrative Writing,2,92d7d03c-e87d-40ce-b421-6ef7ebb2f035,Provide a sense of closure in second-grade narrative writing,
ELA,Narrative Writing,7,2716e1b1-5870-432d-bbe8-cc2fedf4be33,"Use dialogue to develop experiences, events, and/or characters in seventh-grade narrative writing",
ELA,Narrative Writing,7,276274a5-5d9e-4abe-bf62-e4ddcba8f9ca,Sequence events in seventh-grade narrative writing,
ELA,Narrative Writing,7,299e223b-8b4c-43dc-ab4a-6993564eb1e9,"Use description to develop experiences, events, and/or characters in seventh-grade narrative writing",
ELA,Narrative Writing,7,6d31e8c1-926b-463f-bcae-84d4c4a9a174,Use sensory language to convey experiences and events in seventh-grade narrative writing,
ELA,Narrative Writing,7,7512e48c-578a-40ce-b90d-0d974e075ed9,Establish a setting and situation in seventh-grade narrative writing,
ELA,Narrative Writing,7,7efbc99c-f800-493b-b998-851dcf90b1e8,Introduce characters in seventh-grade narrative writing,
ELA,Narrative Writing,7,863dc4aa-5ab1-4972-88db-dcb4666bacd7,"Compose a narrative appropriate to task, audience, and purpose in response to a prompt based on seventh-grade reading",This is more of a cumulative skill assessing general reader response to a text. The reading material can be any genre: the resulting writing is specified by writing type. Users should use more specific related skills if the standard and/or content warrants it.
ELA,Narrative Writing,7,950d2184-81cf-4adf-b512-316a433deefd,Introduce a narrator in seventh-grade narrative writing,
ELA,Narrative Writing,7,9fedf7e5-d566-4acb-ac10-59be82be7b17,Provide a conclusion in seventh-grade narrative writing,
ELA,Narrative Writing,7,a072d817-17d7-491e-81b2-f23fdf9ab821,Use transitions to signal new settings in seventh-grade narrative writing,
ELA,Narrative Writing,7,b24e6593-bb73-4a71-82ad-588aea209df2,Use precise words and phrases to convey experiences and events in seventh-grade narrative writing,
ELA,Narrative Writing,7,e2f4d211-5f21-4bfc-b897-fafe0f00a74e,Use transitions to sequence events in seventh-grade narrative writing,
ELA,Narrative Writing,7,ec694b5e-0d21-4b67-a92b-54a14d8ae87e,Establish and maintain a consistent narrative perspective in seventh-grade narrative writing,"Definition: This skill is an extension beyond the introduction of a narrator and involves consistently maintaining a specific viewpoint throughout the narrative. It includes the narrator's perspective, voice, and how they convey the story.
Focus: The emphasis is on the consistency and depth of the narrative viewpoint, ensuring that the reader can clearly understand and follow the narrator's perspective."
ELA,Narrative Writing,7,ef7b3141-0b79-4ad0-9a98-4c644ff925a9,Use transitions to signal time shifts in seventh-grade narrative writing,
ELA,Narrative Writing,8,05931362-6d45-4773-9cb6-4cc4569adbdd,"Use dialogue to develop experiences, events, and/or characters in eighth-grade narrative writing",
ELA,Narrative Writing,8,0913e480-f95c-4e70-9ec2-35871a079d7d,Provide a conclusion in eighth-grade narrative writing,
ELA,Narrative Writing,8,1cd035ac-484d-4560-85e5-6dfa56cf3295,Introduce a narrator in eighth-grade narrative writing,
ELA,Narrative Writing,8,297fe757-9096-431a-aa5a-6f31b0d532ad,"Compose a narrative appropriate to task, audience, and purpose in response to a prompt based on eighth-grade reading",This is more of a cumulative skill assessing general reader response to a text. The reading material can be any genre: the resulting writing is specified by writing type. Users should use more specific related skills if the standard and/or content warrants it.
ELA,Narrative Writing,8,2c834838-74ec-46c6-a582-423e17437fa3,Sequence events in eighth-grade narrative writing,
ELA,Narrative Writing,8,3885dffd-a47f-43ce-ace3-3e5a8f2e3544,Use transitions to signal new settings in eighth-grade narrative writing,
ELA,Narrative Writing,8,43e12150-69ef-4beb-a799-9dbca036639d,Use transitions to signal time shifts in eighth-grade narrative writing,
ELA,Narrative Writing,8,60deaa83-2837-494b-89ce-23db61b85d60,Use sensory language to convey experiences and events in eighth-grade narrative writing,
ELA,Narrative Writing,8,88dcca79-c412-4341-9932-57d0a2596c12,Use transitions to sequence events in eighth-grade narrative writing,
ELA,Narrative Writing,8,b37804e5-0959-4592-8e3a-0f7ae126799a,Use precise words and phrases to convey experiences and events in eighth-grade narrative writing,
ELA,Narrative Writing,8,ba106fea-64d7-4219-8575-d96b1d1002e9,Introduce characters in eighth-grade narrative writing,
ELA,Narrative Writing,8,bd9e3723-f10f-4d8b-a747-971934495242,Establish a setting and situation in eighth-grade narrative writing,
ELA,Narrative Writing,8,ce60c209-67eb-4741-8849-831a9573b70a,"Use character reflection, such as internal dialogue and introspection, to develop experiences, events, and/or characters in eighth-grade narrative writing","The reflection should primarily be from the characters within the narrative. This can include their thoughts, feelings, and internal dialogue."
ELA,Narrative Writing,8,e4f69ba5-9d42-404d-8a6c-0aa17f7594b9,Establish and maintain a consistent narrative perspective in eighth-grade narrative writing,"Definition: This skill is an extension beyond the introduction of a narrator and involves consistently maintaining a specific viewpoint throughout the narrative. It includes the narrator's perspective, voice, and how they convey the story.
Focus: The emphasis is on the consistency and depth of the narrative viewpoint, ensuring that the reader can clearly understand and follow the narrator's perspective."
ELA,Narrative Writing,8,ef0b6ac3-ddcf-4a54-9362-da39b5ff709a,"Use description to develop experiences, events, and/or characters in eighth-grade narrative writing",
ELA,Phonemes,1,3f9acf75-d2c8-40cc-9180-96ed33e36fca,"Isolate sounds in grade-appropriate words with four to five phonemes (e.g., baby, river, seven)","See also ""Isolate each sound in grade-appropriate words."" This is written for a VA gr 1 standard that calls out 4-5 phonemes but does not give other guidance for what grade-appropriate words might be. The gr 2 VA standard has identical wording."
ELA,Phonemes,1,7d314c9c-a69f-e311-9503-005056801da1,"Add or substitute initial, final, or medial vowel phonemes in order to produce new words in spoken language (e.g., change /a/ in <i>pan</i> to /e/ to make <i>pen</i>)",
ELA,Phonemes,1,8c314c9c-a69f-e311-9503-005056801da1,"Understand that changing or adding a letter changes a word (e.g., pick which word is made from <i>-at</i> when reading the words <i>rat</i>, <i>rap</i>, and <i>run</i>; pick which word is made when adding <i>r</i> to <i>band</i> when reading the words <i>brand</i>, <i>bread</i>, and <i>bring</i>; pick which word is made when adding <i>t</i> to the end of <i>star</i> when reading the words <i>spark</i>, <i>start</i>, and <i>tears</i>)",
ELA,Phonemes,1,8fba8dde-cac2-45fe-aeaf-70fbc6bf3d93,Decode one-syllable nonsense words with a variety of common spelling patterns,"This skill has students decoding one-syllable nonsense words that include common spelling patterns like VC, CV, CVC, CVCe, VCC, CCVC, CVCC, CVVC, and CCVCC (e.g. ip, tep, zote, ust, blap, fesp, frint). Compare to second grade version, ""decode multisyllabic nonsense words"""
ELA,Phonemes,1,b90ff61e-e69f-e311-9503-005056801da1,"Isolate and then pronounce the initial, medial, or final sound in single-syllable words including those with long vowels and consonant blends (e.g., what is the middle sound in <i>goat</i>?)",
ELA,Phonemes,1,d398c2c5-e297-4270-b1bf-97563aee9a66,"Delete initial and final sounds in one-syllable words to make new words (e.g., delete the /sk/ and the final /s/ from <i>skates</i> to make <i>ate</i>)",
ELA,Phonemes,2,402005a1-faaf-4b23-b9c5-cf3d242c8fd9,Count phonemes in single-syllable words,
ELA,Phonemes,2,48895bfe-deed-424c-9763-9da902319c58,"Isolate and pronounce each sound in grade-appropriate words including those with consonant digraphs and consonant blends (e.g., what is the ending sound in <i>finish</i>?)","See also ""Isolate sounds in four- or five- phoneme words."" This is written for a VA gr 2 standard that calls out 4-5 phonemes and gives no guidance for increasing complexity from the identical gr 1 standard. Star content may be more likely to include blends and digraphs, but gr 1 could as well."
ELA,Phonemes,2,4a07df90-de09-4706-8b44-2a0e22a4ad12,Decode multisyllabic nonsense words to demonstrate basic phonics skills and knowledge of a variety of spelling patterns,"This skill has students applying basic phonics and a knowledge of a variety of spelling patterns such as VVCC, VVCe, VCCC, and VVCCC to decode multisyllabic nonsense words  (boontag, gamboose, bimplog, moundslog). Prereq is Phnm01Found8, ""decode one-syllable nonsense words"""
Math,Data Representation and Analysis,1,00b80d5b-d322-4806-9d78-2629961e9aef,Generate and answer questions using information presented in a picture graph or bar graph,
Math,Data Representation and Analysis,1,175f65db-8c6c-4ad6-8103-5ec4788ed964,Use a picture graph or pictograph to represent groups of objects (1 symbol = 1 object),
Math,Data Representation and Analysis,1,1a2f6763-43b5-405a-9f42-2171e6d4e3aa,Organize and represent data with up to four categories,
Math,Data Representation and Analysis,1,3874b948-f876-4d8c-8d20-f0e5014547cb,Ask and answer questions about how many more or less are in one category than another,"Students should be able to ask and answer simple, 1-step questions about how many more or less are in one category than another. Addition and subtraction should stay within 20."
Math,Data Representation and Analysis,1,3c896d45-967c-4cd0-8e16-c388d1e46b69,Determine a strategy for gathering data,
Math,Data Representation and Analysis,1,460932aa-5c89-4482-ab7e-f84ce6d770de,Ask a question that can be answered by gathering data,
Math,Data Representation and Analysis,1,5cbcb862-476e-4ff3-b929-ba8a7631465d,Collect data with up to three categories,
Math,Data Representation and Analysis,1,911e448a-5875-4ac7-83f1-7c4c8e2e9807,Collect data with up to four categories,
Math,Data Representation and Analysis,1,98117de8-1e18-4dca-8838-a4d2b4eb978f,Answer a question using information from a picture graph (1 symbol = 1 object),
Math,Data Representation and Analysis,1,a17f63d8-2400-e411-9e54-005056801da1,Represent information by drawing or placing objects or pictures,
Math,Data Representation and Analysis,1,b25a00f4-468a-484d-973d-16d56ef78edf,Read an object graph,
Math,Data Representation and Analysis,1,cee82c62-86c3-437d-a1a8-aa75a229fbfd,Answer a question using information from an object graph,
Math,Data Representation and Analysis,1,d0621e75-10c7-4116-934f-f7df2a411bf0,Draw a picture graph or bar graph to represent a data set using up to three categories,
Math,Data Representation and Analysis,1,e719a235-3d04-4fba-be4b-3c4a39ecff99,Create a question that can be answered by collecting data,
Math,Data Representation and Analysis,1,e7a3bfaa-479d-e311-b77c-005056801da1,Organize and represent data with up to three categories,
Math,Data Representation and Analysis,1,e8a3bfaa-479d-e311-b77c-005056801da1,Interpret data to ask and answer questions comparing up to three categories,
Math,Data Representation and Analysis,1,eebdc51a-a39f-e311-9503-005056801da1,Determine the rule used to sort objects,
Math,Data Representation and Analysis,1,efbdc51a-a39f-e311-9503-005056801da1,Read a 2-category tally chart,
Math,Data Representation and Analysis,1,f1bdc51a-a39f-e311-9503-005056801da1,Answer a question using information from a 2-category tally chart,
Math,Data Representation and Analysis,1,f2bdc51a-a39f-e311-9503-005056801da1,Read a picture graph,
Math,Data Representation and Analysis,1,f4bdc51a-a39f-e311-9503-005056801da1,Answer a question using information from a picture graph,
Math,Data Representation and Analysis,1,f5bdc51a-a39f-e311-9503-005056801da1,Read a pictograph (1 symbol = 1 object),
Math,Data Representation and Analysis,1,f7bdc51a-a39f-e311-9503-005056801da1,Answer a question using information from a pictograph (1 symbol = 1 object),
Math,Data Representation and Analysis,1,f8bdc51a-a39f-e311-9503-005056801da1,Read a bar graph,
Math,Data Representation and Analysis,1,fabdc51a-a39f-e311-9503-005056801da1,Answer a question using information from a bar graph,
Math,Data Representation and Analysis,2,00bec51a-a39f-e311-9503-005056801da1,Answer a question using information from a pictograph (1 symbol = more than 1 object),
Math,Data Representation and Analysis,2,01bec51a-a39f-e311-9503-005056801da1,"Read a bar graph with a <i>y</i>-axis scale by 2s, 5s, or 10s",
Math,Data Representation and Analysis,2,02bec51a-a39f-e311-9503-005056801da1,"Use a bar graph with a y-axis scale by 2s, 5s, or 10s to represent data",
Math,Data Representation and Analysis,2,03bec51a-a39f-e311-9503-005056801da1,"Answer a question using information from a bar graph with a y-axis scale by 2s, 5s, or 10s",
Math,Data Representation and Analysis,2,1e82a717-e686-4637-9f3e-d889c1634578,Interpret simple tables in familiar contexts,
Math,Data Representation and Analysis,2,24247029-47c9-4f98-aa35-485f99b746c7,Collect and organize data with up to six categories,
Math,Data Representation and Analysis,2,3c7f63d8-2400-e411-9e54-005056801da1,Present data using tables,
Math,Data Representation and Analysis,2,47d1499b-ca4b-416c-9557-170a03ad19cb,Solve a problem using information presented in a line plot,
Math,Data Representation and Analysis,2,6cfdf5d6-8957-4bdd-bb9a-d3e30dafd463,Draw a scaled pictograph or scaled bar graph to represent data (scaled by 1s or 2s),
Math,Data Representation and Analysis,2,7ca4912b-6987-425c-aa51-1aaf8a31e3a7,Explain the meaning of the length of a bar in a bar graph or the number of pictures in a pictograph,
Math,Data Representation and Analysis,2,7d01802d-7444-42bd-81aa-f0863bf8e1e8,Ask a question using information from a data representation,
Math,Data Representation and Analysis,2,8e8fa04e-a6da-4780-a6ff-e24cfc1f56ea,"Solve simple put-together, take-apart, and compare problems using information presented in a picture graph, pictograph, or bar graph",
Math,Data Representation and Analysis,2,a443e0ac-cc84-4dfa-8e94-d2dcb7e37175,Determine the data needed to answer a posed question,
Math,Data Representation and Analysis,2,a6458c8e-6426-49f9-b3d6-1857f2bc458f,Answer a question using information from a data representation,
Math,Data Representation and Analysis,2,a93ddeb5-0c45-4e1b-bbd2-fab693ac42f0,Ask a question that requires the collection of data,
Math,Data Representation and Analysis,2,b07e63d8-2400-e411-9e54-005056801da1,Interpret data using bar graphs,
Math,Data Representation and Analysis,2,b27e63d8-2400-e411-9e54-005056801da1,Interpret data using tables,
Math,Data Representation and Analysis,2,f9a3bfaa-479d-e311-b77c-005056801da1,Represent length measurement data using a line plot with a whole-number unit scale,
Math,Data Representation and Analysis,2,faa3bfaa-479d-e311-b77c-005056801da1,Draw a picture graph or bar graph to represent a data set using up to four categories,
Math,Data Representation and Analysis,2,fbbdc51a-a39f-e311-9503-005056801da1,Read a multi-category tally chart,
Math,Data Representation and Analysis,2,fcbdc51a-a39f-e311-9503-005056801da1,Use a tally chart to represent data,
Math,Data Representation and Analysis,2,fdbdc51a-a39f-e311-9503-005056801da1,Answer a question using information from a tally chart,
Math,Data Representation and Analysis,2,febdc51a-a39f-e311-9503-005056801da1,Read a pictograph (1 symbol = more than 1 object),
Math,Data Representation and Analysis,2,fef8d552-a177-490a-aa1a-a1a845337050,Collect and organize data with up to four categories,
Math,Data Representation and Analysis,2,ffbdc51a-a39f-e311-9503-005056801da1,Use a pictograph to represent data (1 symbol = more than 1 object),
Math,Data Representation and Analysis,7,2fc3470f-e07e-4bc9-9e45-66af627f810b,Solve a problem using a qualitative or quantitative prediction or comparison given an experiment,
Math,Data Representation and Analysis,7,39bec51a-a39f-e311-9503-005056801da1,Answer a question using information from a circle graph using percentage calculations,
Math,Data Representation and Analysis,7,3abec51a-a39f-e311-9503-005056801da1,Use a circle graph to represent percentage data,
Math,Data Representation and Analysis,7,3bbec51a-a39f-e311-9503-005056801da1,Use a histogram to represent data,
Math,Data Representation and Analysis,7,3cbec51a-a39f-e311-9503-005056801da1,Answer a question using information from a histogram,
Math,Data Representation and Analysis,7,40bec51a-a39f-e311-9503-005056801da1,Determine the mean of a set of data,
Math,Data Representation and Analysis,7,41bec51a-a39f-e311-9503-005056801da1,Determine the mode(s) of a set of data,
Math,Data Representation and Analysis,7,42bec51a-a39f-e311-9503-005056801da1,Determine the median of a set of data,
Math,Data Representation and Analysis,7,44bec51a-a39f-e311-9503-005056801da1,"Use a proportion to make an estimate, related to a population, based on a sample",
Math,Data Representation and Analysis,7,5ce2e9b4-c62f-465a-b0b8-cc0a3ae57fce,Analyze sampling methods,
Math,Data Representation and Analysis,7,72a5bfaa-479d-e311-b77c-005056801da1,Understand that statistics can be used to gain information about a population by examining a sample of the population,
Math,Data Representation and Analysis,7,73a5bfaa-479d-e311-b77c-005056801da1,Understand that information about a population gained from a sample is valid only if the sample is representative of that population,
Math,Data Representation and Analysis,7,74a5bfaa-479d-e311-b77c-005056801da1,Understand that random sampling tends to produce representative samples and support valid inferences,
Math,Data Representation and Analysis,7,75a5bfaa-479d-e311-b77c-005056801da1,Use data from a random sample to draw inferences about a population,
Math,Data Representation and Analysis,7,76a5bfaa-479d-e311-b77c-005056801da1,Generate multiple random samples of the same size from a population to gauge the variation in estimates or predictions,
Math,Data Representation and Analysis,7,77a5bfaa-479d-e311-b77c-005056801da1,Assess the degree of visual overlap of two numerical data distributions with similar variabilities,
Math,Data Representation and Analysis,7,78a5bfaa-479d-e311-b77c-005056801da1,Express the difference between the centers of two data distributions as a multiple of a measure of variability,
Math,Data Representation and Analysis,7,79a5bfaa-479d-e311-b77c-005056801da1,Make comparative inferences about two populations using measures of center and measures of variability from random samples,
Math,Data Representation and Analysis,7,836d910d-6374-4683-8f4b-477e3db73d31,Compare histograms with other types of graphs presenting information from the same data set,
Math,Data Representation and Analysis,7,92fc4926-c12f-445b-a5d8-7d3c5f50051d,Describe how different intervals affect the representation of data in a histogram,
Math,Data Representation and Analysis,7,9950489c-5309-400b-818d-f6550aa6effc,"Compare two groups of numeric data using dot plots or box plots by comparing their shapes, centers, and spreads",
Math,Data Representation and Analysis,7,b1b59cf9-022e-411c-9340-a24ddad577b0,Design and use a plan to collect data to answer a statistical question,
Math,Data Representation and Analysis,7,c18dcf1a-891f-4d18-9a19-486089987230,Recognize and formulate a statistical question,
Math,Data Representation and Analysis,7,c316e7ce-9512-4016-8285-34915f81afd4,Compare differences in data given in two dot plots or box plots in a given situation,
Math,Data Representation and Analysis,7,cbc71c98-61c1-4c24-8e0d-0280f21651da,Identify potential limitations for how a sample represents a population,
Math,Data Representation and Analysis,7,cca17ebe-6fed-473e-8114-2a130a086075,Compare two populations based on data from random samples,
Math,Data Representation and Analysis,7,cd07f69b-d3ec-4791-9042-b6acebaaba28,Evaluate an inference about a population made from a random sample,
Math,Data Representation and Analysis,7,cd7d63d8-2400-e411-9e54-005056801da1,Construct line graphs and use these to solve problems,
Math,Data Representation and Analysis,7,d2d09b3f-ae61-4043-af57-cf5e25febed8,"Answer a question using information from a bar graph or dot plot, including part-to-whole and part-to-part comparisons and equivalents",
Math,Data Representation and Analysis,7,f3c87ca9-6fbf-4788-8a7b-049988432c62,Select an appropriate representation for numerical data,
Math,Data Representation and Analysis,7,fb4c8205-838e-4190-aa1b-828498298f29,Analyze data sets and interpret their graphical representations,
Math,Data Representation and Analysis,7,fd0309ef-6694-4a20-847d-eda7e058a5b8,Recognize how the sample size affects variability,
Math,Data Representation and Analysis,8,1f0ea6ae-a39c-41b2-a78e-a4f68172ccc6,Formulate a statistical question involving patterns of association in bivariate categorical data,
Math,Data Representation and Analysis,8,239e703a-b045-445e-a727-191ed7a95b8b,Determine whether a set of graphed bivariate data suggests a linear or nonlinear relationship,
Math,Data Representation and Analysis,8,2cce6827-25f2-4bc9-ae50-59eeb4b5ba93,Interpret the <i>x</i>-intercept of a linear model within context,
Math,Data Representation and Analysis,8,3fce26f4-f4c4-4c99-be83-5af4c1629d35,Construct a scatter plot,
Math,Data Representation and Analysis,8,47bec51a-a39f-e311-9503-005056801da1,Use a circle graph to organize data,
Math,Data Representation and Analysis,8,48bec51a-a39f-e311-9503-005056801da1,Use a scatter plot to organize data,
Math,Data Representation and Analysis,8,49bec51a-a39f-e311-9503-005056801da1,"Determine if a scatter plot shows a positive relationship, a negative relationship, or no relationship between the variables",
Math,Data Representation and Analysis,8,4bbec51a-a39f-e311-9503-005056801da1,Answer a question using information from a scatter plot,
Math,Data Representation and Analysis,8,4dbec51a-a39f-e311-9503-005056801da1,Read a box plot,
Math,Data Representation and Analysis,8,51009dd8-27c3-429f-b4af-7ce9c4f0cc68,Formulate a statistical question involving univariate data,
Math,Data Representation and Analysis,8,558c10db-6b9f-491d-a8ee-236525ed7959,Answer a question using information from box plots,
Math,Data Representation and Analysis,8,58bec51a-a39f-e311-9503-005056801da1,Determine if a question is likely to produce a biased survey result,
Math,Data Representation and Analysis,8,6d8c3026-c167-4eff-8375-d7684e7e0069,Solve a problem using the equation of a line of best fit,
Math,Data Representation and Analysis,8,736d2c79-19cc-482f-9ba3-397502fbc65f,Identify and describe the data represented by a box plot,
Math,Data Representation and Analysis,8,79698f6a-ca18-4396-96b2-dfdf1d1df077,"Make a comparison, prediction, or inference using information displayed in graphs",
Math,Data Representation and Analysis,8,7d8bc720-5b3d-4a9d-bd4c-aa1f9bdd5329,Collect bivariate data,
Math,Data Representation and Analysis,8,821ebecf-9809-459d-be69-4296430699fe,Design and use a data collection plan to answer a statistical question,
Math,Data Representation and Analysis,8,8546b91a-52e4-4324-8d8b-efd23fa7d085,Identify how data collection methods might produce biased results,
Math,Data Representation and Analysis,8,8ba5bfaa-479d-e311-b77c-005056801da1,Interpret a scatter plot of bivariate measurement data,
Math,Data Representation and Analysis,8,8ca5bfaa-479d-e311-b77c-005056801da1,Investigate and describe a pattern of association between two quantities,
Math,Data Representation and Analysis,8,8da5bfaa-479d-e311-b77c-005056801da1,Fit a straight line to a scatter plot and informally assess the model fit by judging the closeness of the line to the data points,
Math,Data Representation and Analysis,8,8ea5bfaa-479d-e311-b77c-005056801da1,Interpret the slope and intercept of a line of best fit involving bivariate measurement data,
Math,Data Representation and Analysis,8,8fa5bfaa-479d-e311-b77c-005056801da1,Understand that a pattern of association can be seen in bivariate categorical data by displaying frequencies and relative frequencies in a two-way table,
Math,Data Representation and Analysis,8,90a5bfaa-479d-e311-b77c-005056801da1,Construct a two-way table summarizing data on two categorical variables collected from the same subjects,
Math,Data Representation and Analysis,8,91a5bfaa-479d-e311-b77c-005056801da1,Interpret a two-way table summarizing data on two categorical variables collected from the same subjects,
