SKILL_ID,SKILL_NAME,SKILL_AREA_NAME,CONTENT_AREA_NAME,GRADE_LEVEL_NAME,GRADE_LEVEL_SHORT_NAME,TAXONOMY_PATH,CONFIDENCE,SEMANTIC_SIMILARITY,NEEDS_REVIEW,ALTERNATIVE_1,ALTERNATIVE_2,RATIONALE,strand,pillar,domain,skill_area,skill_area,skill_subset
fdf1dd11-fd25-493b-bc82-45a51bad82e8,Write all lowercase letters of the English alphabet,Alphabetic Knowledge,English Language Arts,Kindergarten,K,Word Recognition > Foundations > Print Concepts & Alphabet Knowledge > Letter Formation > Form Letters > Accurate Letter Formation,High,0.5028249025344849,False,Word Recognition > Foundations > Print Concepts & Alphabet Knowledge > Alphabet Knowledge > Letter Names and Case Mapping > Identify and Name Letters,Word Recognition > Foundations > Print Concepts & Alphabet Knowledge > Sentence Features > Capitalization > Recognizing Lowercase Letters,"Direct match for the productive skill of writing/forming lowercase letters, which is the core objective of this skill. This is the appropriate granular level for letter formation mechanics.",Word Recognition,Foundations,Print Concepts & Alphabet Knowledge,Alphabetic Knowledge,Letter Formation,Form Letters
a40ff61e-e69f-e311-9503-005056801da1,"Know the order of the alphabet (e.g., identify letters that come before or after another letter; sing the alphabet song)",Alphabetic Knowledge,English Language Arts,Kindergarten,K,Word Recognition > Foundations > Print Concepts & Alphabet Knowledge > Alphabet Knowledge > Letter Names and Case Mapping > Identify and Name Letters,Medium,0.5056992173194885,False,Word Recognition > Foundations > Print Concepts & Alphabet Knowledge > Alphabetic Principle > Understanding Alphabetic Principle > Print–Speech Mapping Concept,Word Recognition > Foundations > Print Concepts & Alphabet Knowledge,"While this candidate addresses letter identification, the ROCK skill specifically targets alphabet sequence/order knowledge, which is a distinct foundational skill not fully captured by letter naming alone.",Word Recognition,Foundations,Print Concepts & Alphabet Knowledge,Alphabetic Knowledge,Alphabet Knowledge,Letter Names and Case Mapping
0b5e137e-bc6e-48a0-8c23-662a412103f2,Name some of the letters of the alphabet and recognize their lower- and uppercase forms,Alphabetic Knowledge,English Language Arts,Pre-K,PK,Word Recognition > Foundations > Print Concepts & Alphabet Knowledge > Alphabet Knowledge > Letter Names and Case Mapping > Identify and Name Letters,High,0.685486912727356,False,Word Recognition > Foundations > Print Concepts & Alphabet Knowledge > Alphabet Knowledge > Letter Names and Case Mapping,Word Recognition > Foundations > Print Concepts & Alphabet Knowledge > Sentence Features > Capitalization > Recognizing Lowercase Letters,Direct match for identifying and naming upper- and lower-case letters at Pre-K level. This granular node captures the specific skill of recognizing both case forms.,Word Recognition,Foundations,Print Concepts & Alphabet Knowledge,Alphabetic Knowledge,Alphabet Knowledge,Letter Names and Case Mapping
37ad4a3c-4dfc-4934-9b72-a389f0afb69c,Recognize all the letters of the alphabet in random order,Alphabetic Knowledge,English Language Arts,Pre-K,PK,Word Recognition > Foundations > Print Concepts & Alphabet Knowledge > Alphabet Knowledge > Letter Names and Case Mapping > Identify and Name Letters,High,0.4374688267707824,True,Word Recognition > Foundations > Print Concepts & Alphabet Knowledge > Alphabet Knowledge > Letter Names and Case Mapping,Word Recognition > Foundations > Print Concepts & Alphabet Knowledge > Sentence Features > Capitalization > Recognizing Uppercase Letters,"This is a direct match for recognizing and identifying letters of the alphabet in random order, which is the core Pre-K alphabet knowledge skill. The granularity is appropriate for this specific, fine-grained skill.",Word Recognition,Foundations,Print Concepts & Alphabet Knowledge,Alphabetic Knowledge,Alphabet Knowledge,Letter Names and Case Mapping
5b314c9c-a69f-e311-9503-005056801da1,"Distinguish between the shapes of different letters (e.g., pick the letter that is different in <i>S</i>, <i>S</i>, <i>C</i>; pick the letter that is different in <i>E</i>, <i>f</i>, <i>f</i>)",Alphabetic Knowledge,English Language Arts,Pre-K,PK,Word Recognition > Foundations > Print Concepts & Alphabet Knowledge > Alphabet Knowledge > Letter Names and Case Mapping > Identify and Name Letters,Medium,0.6138113141059875,False,Word Recognition > Foundations > Print Concepts & Alphabet Knowledge > Sentence Features > Capitalization > Differentiating Upper and Lower Case,"Word Recognition > Foundations > Print Concepts & Alphabet Knowledge > Word Recognition > Differentiating between words, spaces, and punctuation marks > Understanding the Difference Between Symbols (Alphabetic Letters, Numerals, Punctuation)","The ROCK skill involves visual discrimination of letter shapes, which is a foundational component of letter identification. However, the candidate focuses more on naming letters than purely distinguishing their visual forms, making this a reasonable but not perfect match.",Word Recognition,Foundations,Print Concepts & Alphabet Knowledge,Alphabetic Knowledge,Alphabet Knowledge,Letter Names and Case Mapping
a20ff61e-e69f-e311-9503-005056801da1,"Name all the letters of the alphabet and recognize their lower- and uppercase forms (e.g., pick another way to write the letter <i>G</i> from <i>q</i>, <i>g</i>, <i>j</i>)",Alphabetic Knowledge,English Language Arts,Kindergarten,K,Word Recognition > Foundations > Print Concepts & Alphabet Knowledge > Alphabet Knowledge > Letter Names and Case Mapping > Identify and Name Letters,High,0.6328301429748535,False,Word Recognition > Foundations > Print Concepts & Alphabet Knowledge > Alphabet Knowledge > Letter Names and Case Mapping,Word Recognition > Foundations > Print Concepts & Alphabet Knowledge > Sentence Features > Capitalization > Differentiating Upper and Lower Case,Direct match for the skill's core objective of naming all letters and recognizing both upper- and lowercase forms. The example task of selecting alternate letter representations (g vs G) precisely aligns with identifying and mapping case variants.,Word Recognition,Foundations,Print Concepts & Alphabet Knowledge,Alphabetic Knowledge,Alphabet Knowledge,Letter Names and Case Mapping
a3a27cf7-5dd4-4a17-9911-6c5a40093139,"With support, begin to write letters of the alphabet including some upper- and lowercase letters (e.g., write most of the letters in one's own name)",Alphabetic Knowledge,English Language Arts,Pre-K,PK,Word Recognition > Foundations > Print Concepts & Alphabet Knowledge > Letter Formation > Form Letters > Accurate Letter Formation,High,0.6382652521133423,False,Word Recognition > Foundations > Print Concepts & Alphabet Knowledge > Alphabet Knowledge > Letter Names and Case Mapping > Identify and Name Letters,Word Recognition > Foundations > Print Concepts & Alphabet Knowledge > Sentence Features > Capitalization > Recognizing Uppercase Letters,"Direct match for writing/forming letters at Pre-K level. This is the primary productive skill (writing) rather than receptive (recognizing), and the description explicitly supports early encoding through letter production.",Word Recognition,Foundations,Print Concepts & Alphabet Knowledge,Alphabetic Knowledge,Letter Formation,Form Letters
a10ff61e-e69f-e311-9503-005056801da1,"Name, rapidly and automatically, the letters of the alphabet",Alphabetic Knowledge,English Language Arts,Kindergarten,K,Word Recognition > Automaticity > Rapid Automatized Naming > Naming Speed > Rapidly Name Familiar Symbols and Words,High,0.6689831018447876,False,Word Recognition > Foundations > Print Concepts & Alphabet Knowledge > Alphabet Knowledge > Letter Names and Case Mapping > Identify and Name Letters,Word Recognition > Foundations > Print Concepts & Alphabet Knowledge > Alphabet Knowledge > Letter Names and Case Mapping,"Direct match for rapid, automatic letter naming as specified in the ROCK skill. This is grade-appropriate for Kindergarten and captures both the naming and automaticity components at the appropriate fine-grained level.",Word Recognition,Automaticity,Rapid Automatized Naming,Alphabetic Knowledge,Naming Speed,Rapidly Name Familiar Symbols and Words
06407ce2-f6dd-466e-a36a-19042d2cb56c,"Critique the similarities and differences in style, purpose, and organization of different genres of literary texts",Analysis and Comparison,English Language Arts,Grade 12,12,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Comparative Analysis > Comparative Techniques > Evaluating Similarities and Differences,High,0.5217210054397583,False,Language Comprehension > Verbal Reasoning > Analytical Reasoning > Author's Craft and Style > Analyzing Author's Techniques > Analyzing Genre-Specific Techniques,Language Comprehension > Literacy Knowledge > Literary Form > Text Genres > Elements of Genre > Understanding Elements of Genre,"Direct match for critiquing similarities and differences across texts. The skill explicitly focuses on comparative analysis of style, purpose, and organization, which aligns precisely with evaluating similarities and differences in literary works at the Grade 12 level.",Language Comprehension,Verbal Reasoning,Analogical and Comparative Reasoning,Analysis and Comparison,Comparative Analysis,Comparative Techniques
d9324c9c-a69f-e311-9503-005056801da1,Connect literary works to historical documents or other works to show their influence on one another,Analysis and Comparison,English Language Arts,Grade 10,10,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Intertextual Analysis > Comparing Media > Comparing Intertextual Connections,High,0.5472414493560791,False,Language Comprehension > Literacy Knowledge > Literary Form > Contextual and Intertextual Understanding > Intertextuality > Understanding Connections Between Texts,Language Comprehension > Verbal Reasoning > Contextual Analysis > Understanding Historical Context > Analyzing the Impact of Historical Context > Examining Historical Influence on Text,"Direct match for analyzing how texts influence each other, which is the core objective of connecting literary works to show mutual influence. Grade-appropriate for Grade 10 analytical work.",Language Comprehension,Verbal Reasoning,Analogical and Comparative Reasoning,Analysis and Comparison,Intertextual Analysis,Comparing Media
ef11f61e-e69f-e311-9503-005056801da1,"Explain similarities and differences (e.g., purpose, organization, main ideas, viewpoint) between informational texts on the same topic",Analysis and Comparison,English Language Arts,Grade 6,6,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Comparative Analysis > Comparative Techniques > Evaluating Similarities and Differences,High,0.6179271340370178,False,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Intertextual Analysis > Comparing Media > Comparing Thematic Parallels,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Comparative Analysis > Elements of Comparison > Recognizing Comparison Points,"Direct match for comparing informational texts on purpose, organization, main ideas, and viewpoint. The skill explicitly focuses on evaluating similarities and differences between texts, which aligns precisely with this taxonomy node at the appropriate granular level for a Grade 6 comparative analysis skill.",Language Comprehension,Verbal Reasoning,Analogical and Comparative Reasoning,Analysis and Comparison,Comparative Analysis,Comparative Techniques
a44b116b-fafe-4a81-b873-fbecc1b2c138,Compare and contrast arguments on the same topic by two authors with different perspectives to evaluate the relevance and sufficiency of their evidence and the validity of their reasoning,Analysis and Comparison,English Language Arts,Grade 9,9,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Comparative Analysis > Elements of Comparison > Evaluating Comparative Claims,High,0.653623104095459,False,Language Comprehension > Verbal Reasoning > Analytical Reasoning > Critical Literacy > Applying Critical Thinking Techniques > Evaluating Arguments,Language Comprehension > Verbal Reasoning > Logical Reasoning > Analyzing Arguments > Evaluating Arguments > Assessing Argument Strength,"This skill directly addresses evaluating arguments on the same topic, assessing validity and sufficiency of evidence, which aligns precisely with evaluating comparative claims. The granularity matches the specific nature of comparing two authors' arguments with evidence evaluation.",Language Comprehension,Verbal Reasoning,Analogical and Comparative Reasoning,Analysis and Comparison,Comparative Analysis,Elements of Comparison
e411f61e-e69f-e311-9503-005056801da1,Integrate information from two nonfiction texts on the same topic into a broader understanding in order to write or speak knowledgeably about the topic,Analysis and Comparison,English Language Arts,Grade 4,4,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Intertextual Analysis > Comparing Media > Comparing Intertextual Connections,Medium,0.5611618757247925,False,Language Comprehension > Background Knowledge > Knowledge Dimensions > Disciplinary Knowledge > Content and Genre Conventions > Understanding Discipline-specific Content and Genre Conventions,Language Comprehension > Verbal Reasoning > Analytical Reasoning > Critical Literacy > Questioning Texts > Comparing Different Perspectives,"Addresses the core skill of integrating information from multiple texts on the same topic, though the candidate description emphasizes literary intertextuality rather than nonfiction synthesis for knowledge-building.",Language Comprehension,Verbal Reasoning,Analogical and Comparative Reasoning,Analysis and Comparison,Intertextual Analysis,Comparing Media
70811581-ee22-4221-85ef-ce5233d9f277,"Analyze the progression of an idea or concept over time in works of historical and literary significance (e.g., the meaning of virtue in different periods of literature)",Analysis and Comparison,English Language Arts,Grade 11,11,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Intertextual Analysis > Comparing Media > Comparing Intertextual Connections,Medium,0.4869787991046905,True,Language Comprehension > Literacy Knowledge > Literary Form > Literary Movements > Historical Literary Movements > Understanding Romanticism,Language Comprehension > Verbal Reasoning > Contextual Analysis > Understanding Historical Context > Linking Historical Context to Themes > Understanding Thematic Impact,"This skill involves tracing how ideas/concepts evolve across different literary works and time periods, which aligns with analyzing connections between texts and their influences on each other, though the ""comparing media"" level is slightly misaligned with the historical progression focus.",Language Comprehension,Verbal Reasoning,Analogical and Comparative Reasoning,Analysis and Comparison,Intertextual Analysis,Comparing Media
b45c6403-2db5-4fdf-a654-b00b9b2b6fb7,"Synthesize and make connections between ideas in a text and between multiple texts of various genres, providing textual evidence to support analysis",Analysis and Comparison,English Language Arts,Grade 6,6,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Intertextual Analysis > Comparing Media > Comparing Intertextual Connections,High,0.6343818306922913,False,Language Comprehension > Comprehension > Comprehension Strategies > During Reading > Making Connections > Connecting Ideas Within and Across Texts,Language Comprehension > Verbal Reasoning > Logical Reasoning > Argument Assimilation > Synthesizing Arguments > Applying Argument Synthesis Techniques,"Direct match for synthesizing connections between multiple texts with analysis, appropriately granular for the specific skill of intertextual comparison and synthesis across genres.",Language Comprehension,Verbal Reasoning,Analogical and Comparative Reasoning,Analysis and Comparison,Intertextual Analysis,Comparing Media
d1cceefa-b1f9-4655-8775-a0144fc13fdd,"Compare and contrast elements of poems (e.g., stanzas, verses, rhyme, images)",Analysis and Comparison,English Language Arts,Grade 3,3,"Language Comprehension > Literacy Knowledge > Literary Form > Poetic Form > Elements Of Poetry > Understanding Poetic Elements (e.g., Stanzas, Rhyme Schemes)",High,0.6046733260154724,False,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Comparative Analysis > Comparative Techniques > Evaluating Similarities and Differences,"Language Comprehension > Literacy Knowledge > Literary Form > Poetic Form > Elements Of Poetry > Understanding Poetic Techniques (e.g., Meter, Imagery)","Direct match for understanding structural components of poetry (stanzas, verses, rhyme) at appropriate granularity. The compare/contrast aspect is embedded in understanding these elements, making this the most precise fit for Grade 3 poetry analysis.",Language Comprehension,Literacy Knowledge,Literary Form,Analysis and Comparison,Poetic Form,Elements Of Poetry
65868ab8-e28c-4363-bc4e-0eef8fa8b408,"Compare and contrast how two or more literary texts from the same period treat similar themes or topics (e.g., <i>La Voragine</i> by José Eustasio Rivera and <i>Doña Bárbara</i> by Rómulo Gallegos)",Analysis and Comparison,English Language Arts,Grade 12,12,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Intertextual Analysis > Comparing Media > Comparing Thematic Parallels,High,0.6122332215309143,False,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Comparative Analysis > Comparative Techniques > Evaluating Similarities and Differences,Language Comprehension > Literacy Knowledge > Literary Form > Narrative Form > Elements Of Story > Understanding Recurring Themes In Literature,"Direct match for comparing themes across different literary texts, with appropriate granularity for this sophisticated grade 12 comparative analysis skill focused specifically on thematic parallels across texts from the same historical period.",Language Comprehension,Verbal Reasoning,Analogical and Comparative Reasoning,Analysis and Comparison,Intertextual Analysis,Comparing Media
ce10f61e-e69f-e311-9503-005056801da1,"Compare and contrast how texts in different forms or genres deal with similar themes or topics (e.g., explain the difference in approaches taken by a fantasy novel and a realistic novel that deal with similar themes)",Analysis and Comparison,English Language Arts,Grade 6,6,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Intertextual Analysis > Comparing Media > Comparing Thematic Parallels,High,0.6986759901046753,False,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Intertextual Analysis > Comparing Media > Comparing Media Forms,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Comparative Analysis > Comparative Techniques > Evaluating Similarities and Differences,"Direct match for comparing themes across different texts, with specific focus on how similar themes are treated across forms/genres. The granularity level is appropriate for this specific comparative skill involving thematic analysis.",Language Comprehension,Verbal Reasoning,Analogical and Comparative Reasoning,Analysis and Comparison,Intertextual Analysis,Comparing Media
9311f61e-e69f-e311-9503-005056801da1,Determine when authors have different opinions or viewpoints about a topic and describe events differently,Analysis and Comparison,English Language Arts,Grade 5,5,Language Comprehension > Verbal Reasoning > Analytical Reasoning > Critical Literacy > Evaluating Bias and Source > Considering and Evaluating Different Viewpoints,High,0.5705869197845459,False,Language Comprehension > Verbal Reasoning > Analytical Reasoning > Critical Literacy > Questioning Texts > Comparing Different Perspectives,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Intertextual Analysis > Comparing Media > Comparing Intertextual Connections,"Direct match for determining and evaluating different author opinions/viewpoints on a topic, which is the core objective of this Grade 5 skill requiring critical comparison of perspectives.",Language Comprehension,Verbal Reasoning,Analytical Reasoning,Analysis and Comparison,Critical Literacy,Evaluating Bias and Source
d1baa244-28e9-4866-9c07-c3b3c8d4bd9d,Analyze multiple interpretations of literary texts by authors who represent diverse world cultures,Analysis and Comparison,English Language Arts,Grade 11,11,Language Comprehension > Verbal Reasoning > Analytical Reasoning > Critical Literacy > Questioning Texts > Comparing Different Perspectives,Medium,0.5348524451255798,False,Language Comprehension > Verbal Reasoning > Contextual Analysis > Understanding Cultural Context > Interpreting Cultural Significance > Evaluating Cultural Relevance,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Intertextual Analysis > Comparing Media > Comparing Intertextual Connections,"Directly addresses analyzing multiple viewpoints and interpretations of texts, which aligns with the core objective of analyzing multiple interpretations of literary works from diverse cultures.",Language Comprehension,Verbal Reasoning,Analytical Reasoning,Analysis and Comparison,Critical Literacy,Questioning Texts
987399e7-05e1-4703-adc3-58773713ad45,"Compare and contrast the ideas or themes in literary texts to the cultural, political, intellectual, and social influences of their time, and analyze how social factors of the historical period affect works of fiction",Analysis and Comparison,English Language Arts,Grade 11,11,Language Comprehension > Verbal Reasoning > Contextual Analysis > Understanding Historical Context > Analyzing the Impact of Historical Context > Examining Historical Influence on Text,High,0.5634910464286804,False,Language Comprehension > Literacy Knowledge > Literary Form > Contextual and Intertextual Understanding > Contextual Understanding > Understanding Historical Context,Language Comprehension > Literacy Knowledge > Literary Form > Contextual and Intertextual Understanding > Contextual Understanding > Understanding Social Context,"Direct match for analyzing how historical/social factors influence literary works, appropriate granularity for this advanced analytical skill requiring integration of cultural, political, intellectual, and social contexts with literary analysis.",Language Comprehension,Verbal Reasoning,Contextual Analysis,Analysis and Comparison,Understanding Historical Context,Analyzing the Impact of Historical Context
33ab12ec-0d2b-4290-ade3-bad5b8e0ac14,"Analyze and compare, with increasing sophistication, informational texts on topics related to diverse cultures and viewpoints",Analysis and Comparison,English Language Arts,Grade 11,11,Language Comprehension > Verbal Reasoning > Analogical and Comparative Reasoning > Comparative Analysis > Comparative Techniques > Evaluating Similarities and Differences,Medium,0.5229716300964355,False,Language Comprehension > Verbal Reasoning > Critical Literacy > Questioning Texts > Comparing Different Perspectives,Language Comprehension > Verbal Reasoning > Contextual Analysis > Understanding Cultural Context > Interpreting Cultural Significance > Analyzing Cultural Impact,"This node directly addresses the comparative analysis component of the skill with appropriate sophistication for Grade 11. The focus on evaluating similarities and differences aligns well with comparing informational texts, though it doesn't explicitly capture the cultural/viewpoint dimension.",Language Comprehension,Verbal Reasoning,Analogical and Comparative Reasoning,Analysis and Comparison,Comparative Analysis,Comparative Techniques
