GROUP_ID,TYPE,MEMBER_COUNT,EXAMPLE_SKILL,CONTENT_AREA,GRADE_RANGE,AUTHORITIES
1d52c2b0-beda-489e-8ab7-dba08dfdfc5f,state-variant,2,"Analyze archetypes and motifs found in classical literature and how classical literature has affected modern literature and film (e.g., explain how the movie <i>10 Things I Hate About You</i> interprets themes from Shakespeare's <i>The Taming of the Shrew</i>)",English Language Arts,9-9,2
1dc1948c-5dee-4947-9646-cb7a251f1757,state-variant,2,"Determine the correct definitions of homophones (e.g., fisher/fissure), homographs (e.g., converse, drone, epic), and multiple-meaning words (e.g., fabricate) in grade-appropriate texts based on context or prior knowledge and use them correctly in writing and speaking",English Language Arts,11-12,1
1f390314-c0d3-4e0b-821f-8713e19e0dcb,state-variant,2,"Accurately read unfamiliar grade-appropriate multisyllabic words in isolation, using knowledge of word morphology (e.g., autobiografía, recuerdo, perrito)",English Language Arts,4-4,2
20f9a940-029f-4d86-a30a-1a0bfd6d3af3,state-variant,2,"Use grade-appropriate general academic and content-area vocabulary correctly in context, expanding vocabulary to include words and phrases of particular importance to comprehension or expression (e.g., resumir, constitución, contrato, establecimiento, empleo, elemento, república, conservación, legislatura, compuesto, volcánico, expandir)",English Language Arts,6-6,2
2138fe84-d247-45fa-996b-5cb35095693f,state-variant,2,"Spell multisyllabic words with closed syllable patterns (e.g., button)",English Language Arts,2-3,2
23020e67-a3ec-4bcf-b897-c9692b3462de,state-variant,2,"Identify or act out the differences in manner or intensity among closely related verbs and adjectives (e.g., synonyms for <i>mirar</i> such as <i>observar</i>, <i>ojear</i>, <i>ver</i>)",English Language Arts,1-1,2
25a18b28-8beb-4bb7-bcf7-6242f595b034,state-variant,2,"Use sentence-level context clues (e.g., word placement) to determine or clarify the meanings of unfamiliar words",English Language Arts,2-2,2
27e44f19-184e-4930-98b0-26aec309a939,state-variant,2,"Identify some aspects of the setting, although description may be either very general or overly specific (e.g., ""Están afuera."")",English Language Arts,-1--1,2
2c5187dc-bebb-4891-ad56-518550cdcece,state-variant,2,Answer a question using information from a picture graph (1 symbol = 1 object),Mathematics,1-1,2
31592e52-6d82-4f6b-9481-7d8286ebb789,state-variant,2,"Identify and match letters for final consonant sounds in single-syllable words (e.g., pick the letter for the last sound in <i>fan</i> by reading from choices: <i>f</i>, <i>v</i>, and <i>n</i>)",English Language Arts,0-0,2
31a0a6a7-95a3-458f-92af-6984a6656c76,state-variant,2,"Explain the meanings of figures of speech in grade-appropriate prose and poetry including those that involve allusions (e.g., launch a thousand ships, wash one's hands of something, flew too close to the sun)",English Language Arts,7-7,2
3333a623-a510-4c83-bf59-b477cab01391,state-variant,2,"Distinguish opinions by analyzing a text for words that can signal opinions such as comparative and superlative adjectives (e.g., better, best)",English Language Arts,3-4,2
3391acbb-d22a-4370-a3d9-387044b163c1,state-variant,2,"Compare and contrast two or more versions of the same or similar stories such as those by different authors or from different cultures (e.g., describe the similarities and differences between the French story ""The Sleeping Beauty"" by Charles Perrault and the German story ""Little Briar Rose"" by the Brothers Grimm)",English Language Arts,2-2,2
35b5cff9-04f8-459d-9f38-a7b9326c8f3c,state-variant,2,"Name antonyms for grade-appropriate words (e.g., many/few)",English Language Arts,2-2,2
364fb07f-a001-4e29-a9d4-5a7e8386d41c,state-variant,2,"Decode increasingly difficult multisyllable words by identifying syllable patterns (e.g., <i>asombrado</i>, <i>abundancia</i>)",English Language Arts,3-3,2
3b01d5d5-f4e2-40f1-a674-790d34852806,state-variant,2,"Use a range of strategies to determine or clarify the meanings of general academic words and phrases in grade-appropriate literary texts, including cause-and-effect relationships, comparisons, Latin and Greek roots, and reference materials",English Language Arts,5-5,2
3b6ebb77-3601-42be-ba70-63c24114f4db,state-variant,2,"Spell words using knowledge of syllable division patterns (e.g., pillow, chicken, believe, farmer)",English Language Arts,2-3,2
3bc80793-3a26-477d-8d54-6fdd1ba98f1f,state-variant,2,"Use knowledge of roots (e.g., herba, vorare), affixes (be-), cognates (e.g., Latin and Greek, Anglo-Saxon, Semitic, and other Western and non-Western sources), and patterns of how words are formed in order to predict the meaning of unfamiliar vocabulary (e.g., benign, herbivore) in a broad array of texts",English Language Arts,12-12,2
3c36615c-b22c-46cb-80e0-486420ea0272,state-variant,2,"Recognize and join in with recurring wording and predictable phrases in stories and poems (e.g., <i>Soplaré y soplaré</i>, <i>La pequeña oruga glotona</i>, <i>La ratita presumida</i>)",English Language Arts,0-0,2
3f47eca5-6218-4936-b900-657b420cd070,state-variant,2,"Use knowledge of synonyms to clarify the meanings of words in a text (e.g., aid/help, describe/explain)",English Language Arts,5-5,2
3f90163e-948b-4389-bbc5-ebbf0a65c1b9,state-variant,2,"Expand knowledge of general academic and content-area vocabulary independently (e.g., keep word lists, use word references) and use this knowledge correctly when reading, writing, speaking, and listening (e.g., encountering the word <i>asylum</i> while reading <i>In the Time of the Butterflies</i> by Julia Alvarez)",English Language Arts,9-10,1
400bd82d-6118-449f-a034-6957f919c0a6,state-variant,2,"Analyze how point of view influences the way the story is told, and how the author develops the narrator (e.g., how Robert Cormier slowly reveals the narrator's reality in <i>I Am the Cheese</i>)",English Language Arts,7-7,2
41cd1f5a-12b7-430f-8563-0e169f14384b,state-variant,2,"Use knowledge of syllabication patterns to accurately read unfamiliar multisyllabic words in isolation (e.g., justificar, núcleo)",English Language Arts,5-5,2
428eed13-5e45-4075-aacb-ca78696fca6e,state-variant,2,"Use knowledge of grade-appropriate Latin and Greek affixes (e.g., super-, infra-, ex-, il-, im-, ir-, -ivo, -ancia, -encia, -ante, -ente) and roots (e.g., gram, metro) to predict the meanings of unfamiliar words (e.g., monograma, milímetro)",English Language Arts,6-6,2
447fd7e3-38d8-429f-b4dc-b702e0db9ecd,state-variant,2,"Determine the meaning of nonliteral language used in a literary text (e.g., broken heart)",English Language Arts,3-3,2
44c0aff7-0321-4264-9c35-c17ed0beabd1,state-variant,2,"Analyze how an author's structural choices for poetry (e.g., form, rhyme scheme) are used for specific effects (e.g., Gwendolyn Brooks's use of enjambment in ""We Real Cool"")",English Language Arts,9-9,2
45169849-749e-466d-96e4-9632f755a7da,state-variant,2,"Recognize and identify the spelling-sound correspondences for common consonant digraphs in words (e.g., pick the word that has /sh/ from choices <i>saw</i>, <i>wash</i>, <i>have</i>)",English Language Arts,1-1,2
4c161f5e-f4ad-4a63-8074-d94fe3d781c1,state-variant,2,"Determine the connotative meaning of particular words and phrases based on context in an informational text and distinguish between the connotations of words with similar meanings (e.g., alert vs. watchful)",English Language Arts,6-6,2
4d348955-dd4f-4b3f-b9cc-34bdf0075475,state-variant,2,"Explain the differences between words and phrases with similar denotative meanings that carry different connotations (e.g., sulk/brood; ally/comrade/best friend) in literary texts",English Language Arts,7-7,2
4dee98dc-4e9d-47fc-a690-279190d9e3ec,state-variant,2,"Name the individual words that make up a compound word (e.g., <i>bed</i> and <i>time</i> in <i>bedtime</i>)",English Language Arts,1-1,2
4e7f4a36-e1cd-4c1e-8962-b5105e26b6c2,state-variant,2,"Identify and read common abbreviations in context or in isolation (e.g., Mrs., Dr., Ave.)",English Language Arts,2-2,2
51e681b4-c0ef-49a3-878b-32b8f136ca8b,state-variant,2,"Spell grade-appropriate high-frequency words (e.g., Dolch words: are, was, out)",English Language Arts,0-1,2
537e6a0a-9de8-467b-acaf-74d105c30440,state-variant,2,"Understand simple similes, metaphors, and uses of exaggeration (e.g., quiet as a mouse)",English Language Arts,3-3,2
54d38ef4-0c80-41ea-bbb6-8b733d5b8a15,state-variant,2,"Identify purpose for reading (e.g., listening comprehension, enjoyment) by choosing with direct support an appropriate book to read, and read and comprehend emergent-reader texts (i.e., predictable texts with rhyme, repetition, illustration support, simple sentences, familiar topics, clear ideas) demonstrated by answering questions during and after the reading that reflect on the purpose (e.g., what parts of the story did you like?)",English Language Arts,0-0,2
551b91ca-67cc-408b-9e2e-7ad61f5b0cd7,state-variant,2,"Group or define words by categories and attributes (e.g., use superordinate/subordinate relationships, ducks and swans are birds that swim; robins and crows are birds that don't swim)",English Language Arts,1-1,2
56b5d926-9ea0-4c2f-805b-41a8b75ca18a,state-variant,2,"Identify the meanings of grade-level appropriate affixes (e.g., prefijos: re-, pre-, sub-, super-; sufijos: -able, -ible, -izo, -oso) and infer how they affect the meanings of words",English Language Arts,3-3,2
5a2a89f9-548c-4aeb-b363-d12895e79e49,state-variant,2,Analyze an author's use of language including how an author uses and refines the meaning of key terms over the course of an informational text,English Language Arts,11-11,2
5aedcdbf-a066-478a-a086-31e2eb6688e5,state-variant,3,"Read grade-level irregularly spelled sight words automatically (e.g., certain, notice)",English Language Arts,3-5,3
5b54afd8-a79e-4bf8-8f58-32b92f8d52b1,state-variant,2,"Differentiate between the denotative and connotative meanings (e.g., brusque, gruff, bluff, curt, crusty, blunt) of words in grade-appropriate texts",English Language Arts,11-12,1
5d95f8c5-8a04-4a2b-9af9-d8203d2aeb5c,state-variant,2,"With prompting and support, identify the meanings of familiar base words with common inflectional forms (e.g., -<i>ió</i>, -<i>ando</i>, -<i>s</i>, -<i>es</i>)",English Language Arts,0-0,2
606ee5cc-d4f8-4c94-bf8f-ed7b5ef2f365,state-variant,2,"Use a range of strategies to determine the meanings of general academic words and phrases in grade-appropriate literary texts (e.g., beginning dictionaries; sentence-level context clues such as embedded word definitions and restatement; simple prefixes and inflections)",English Language Arts,3-4,2
61ac953b-adf8-4a9f-8acc-cdb0f8953c11,state-variant,2,"Recognize and explain the meanings of idioms (e.g., save your breath) and other figures of speech including those that use personification (e.g., howling wind, the house groaned) in grade-appropriate texts",English Language Arts,6-6,2
62a7d4aa-48f6-45ae-be2e-1a5b9e27089d,state-variant,2,"Explain or act out the differences in the meanings of words that can describe the same general action (e.g., comer, devorar, mordisquear)",English Language Arts,0-0,2
62c7e1c7-b839-4cab-9eca-2bf8e909da9a,state-variant,2,"Read grade-level high-frequency words with automaticity (e.g., fact, language, whether)",English Language Arts,4-5,2
643cded7-3920-4c84-b59c-32308da536f3,state-variant,2,"Analyze the connotative differences between words and phrases with similar denotative meanings (e.g., sulk/brood; ally/comrade/best friend)",English Language Arts,7-7,2
64b687e1-6897-4f6d-84bc-a67fa7684606,state-variant,2,"Use grade-appropriate general academic vocabulary, including transition and connective words (e.g., sin embargo, aunque, no obstante, además) correctly in context as well as grade-appropriate content-area vocabulary when working within specific subject areas (e.g., resumir, química, recíproco, libertad, trama)",English Language Arts,5-5,2
671ef29b-d6b1-424e-8411-2ab9c1d5a733,state-variant,2,"Decode words by identifying the correctly spelled CV pattern in a word from a spoken sentence (e.g., Read the words <i>so</i>, <i>by</i>, and <i>be</i> and recognize that <i>be</i> is the correct spelling in the sentence: Liz is going to be late.)",English Language Arts,1-1,2
69761449-8768-46aa-9a3b-10002d71c904,state-variant,2,"Compare and contrast two interpretations of a story, poem, or drama (e.g., a live production of <i>Hamlet</i> to a filmed version of it), analyzing the effects and implications of the different decisions the directors and performers make",English Language Arts,10-10,2
6a52b933-bcab-4208-8c79-3d7e62d02167,state-variant,3,"Spell multisyllabic words with VCe patterns (e.g., behave)",English Language Arts,3-5,3
6acfef9a-14e1-466d-bca5-ce0e98ad7932,state-variant,2,"Determine the connotative meaning of particular words and phrases based on context in a literary text and distinguish between the connotations of words with similar meanings (e.g., smile vs. smirk)",English Language Arts,6-6,2
6ae4f385-116f-4793-8c6d-1d51f0877a18,state-variant,2,"Recognize and read words with the same sound but different spelling patterns (Asia y hacia, cesto y sexto)",English Language Arts,2-2,2
6ba307c9-c796-4b9d-9432-dbe5cbd60b36,state-variant,2,"Use context clues (e.g., cause/effect, comparison, word relationships) to determine or clarify the meanings of general academic and content-area words and phrases",English Language Arts,5-6,2
6bb14e15-c8be-40c0-82e2-8363d6ab6550,state-variant,3,"Spell multisyllabic words with r-controlled syllables (e.g., curtain)",English Language Arts,2-4,3
6d09ee99-a512-4678-bc67-c2952f9ed5f3,state-variant,2,"Read on-level prose and poetry aloud with expression (e.g., using the meaning of the text to dictate the expression with regard to pauses, pitch, and stress)",English Language Arts,4-5,1
6db9be35-2999-4d91-9abe-f7c3fa6c3b12,state-variant,2,"Explain the differences in shades of meaning between related words and synonyms, especially those that describe states of mind (e.g., preocupado, emocionada, asombrado, sorprendida) or differ in degrees of certainty (e.g., saber, creer, sospechar)",English Language Arts,3-3,2
704e2b3a-c6c1-4548-a9a6-20d70acae535,state-variant,3,"Spell multisyllabic words with final stable syllables (e.g., table)",English Language Arts,2-4,3
705590a5-2c56-4ad3-a124-6ad8c70de1fe,state-variant,2,"Analyze the connotative as well as the denotative meanings of words and phrases (e.g., explain the difference between observe, notice, perceive, and witness) in an informational text to determine the author's intent",English Language Arts,9-9,2
7082caee-eb72-4a75-81fc-dc496dcfd710,state-variant,2,"Apply foundational skills to recognize vocabulary in context (e.g., use context clues such as illustrations, syllabication, background knowledge)",English Language Arts,0-0,2
71b710c7-8adb-45f1-a1ca-4d1e0e4524e8,state-variant,2,"Describe and analyze aspects of the setting including situation (e.g., Revolutionary War) as well as the time and place to explain how the setting affects the plot and characters",English Language Arts,6-6,2
71c3affd-2cc6-4c39-809a-5434e4496ef7,state-variant,2,"Understand that words can have opposite meanings (e.g., arriba/abajo, adentro/afuera, feliz/triste)",English Language Arts,-1--1,2
769818fe-c7a0-4089-b98b-b7e47e6de0ba,state-variant,2,"Explain the purpose of common allusions (e.g., Trojan Horse, labyrinth, a Scrooge), common archetypal patterns, symbols, and stylistic elements",English Language Arts,7-7,2
77eb8645-f2fc-4f97-8a4f-341232104ccf,state-variant,2,"Explain the differences between words and phrases with similar denotative meanings that carry different connotations (e.g., sulk/brood; ally/comrade/best friend) in an informational text",English Language Arts,7-7,2
793545f6-f373-4c5e-b31b-a45b479372e4,state-variant,2,"Compare and contrast a literary text's portrayal of time, place, and characters with historical facts and nonfictional accounts of the same period (e.g., discuss the portrayal of historical characters and events in <i>Largo pétalo de mar</i> by Isabel Allende as opposed to the facts and accounts presented about the Spanish Civil War and its refugees in a history text)",English Language Arts,7-7,2
7a93b135-f0ea-43e0-b6cd-e8e1a50155d6,state-variant,2,"Recognize words and phrases in an informational text that suggest the organizational structure (e.g., primero, además, porque) and the relationships they reveal (e.g., secuencia, comparación, causa y efecto)",English Language Arts,3-3,2
7cc3f24f-4ae2-4b57-ac0e-a1feba38df8a,state-variant,2,"Add or substitute initial, final, or medial vowel phonemes in order to produce new words in spoken language (e.g., change /a/ final en <i>casa</i> to /o/ to make <i>caso</i>)",English Language Arts,0-1,2
7dc1736b-5d1d-4f2c-8fd9-eba89ed46927,state-variant,2,"Explain the meanings of words and phrases derived from ancient literature and mythology (e.g., Siren's call, Tower of Babel, Fountain of Youth, writing on the wall)",English Language Arts,7-7,2
7de6dc27-fa4c-4cc5-9b72-28b99a65869a,state-variant,2,"Use knowledge of a variety of word relationships (e.g., cause/effect) in analogies to infer the meanings of unfamiliar words in a broad array of texts",English Language Arts,11-12,1
7f898cb4-9987-4275-8177-bb824f4089e0,state-variant,2,Describe the function of a thesaurus and use a thesaurus to determine synonyms for words,English Language Arts,4-4,2
80240868-1dad-4ad3-8baa-a15cb146979b,state-variant,2,"Spell multisyllabic words with closed syllable patterns including complex closed syllables (e.g., adjust)",English Language Arts,4-5,2
84225042-ef9c-4b60-8f76-69a2b7d71c4e,state-variant,2,"Name antonyms of frequently used verbs (e.g., dormir/despertar) or adjectives (e.g., arriba/abajo, adentro/afuera, feliz/triste)",English Language Arts,0-0,2
86403fdc-a0aa-4517-b0c4-697bb72a3825,state-variant,2,Recognize that each successive number name refers to a quantity that is one larger,Mathematics,-1-0,2
88b1ddea-ff45-4a3e-b184-0505b9194a7e,state-variant,2,Explain the properties of integer exponents,Mathematics,8-8,2
88dc1d6e-08dc-46ea-a14e-256777f80a74,state-variant,2,"Isolate, say, and distinguish initial or final phonemes in spoken CVC words (e.g., say the initial sound in <i>hat</i>, the final sound in <i>cup</i>)",English Language Arts,0-0,2
8921e776-1158-4f33-94f6-143c76375631,state-variant,2,"Compare and contrast how two significant nonfiction works address similar themes and concepts (e.g., the Declaration of Independence of the United States and that of a Latin American country)",English Language Arts,9-9,2
898e57cc-5a1e-4828-b408-7ce7b0862384,state-variant,2,"Determine the meaning of nonliteral language used in informational texts (e.g., el canto de las olas/ las cataratas rugen)",English Language Arts,3-3,2
89a57998-b2d6-4f32-a94f-d6798633addf,state-variant,2,"Make complex predictions based on evidence in the text; connect the ideas to other texts or situations (e.g., like Hamlet, this character hesitates to act)",English Language Arts,11-11,2
89ee2161-a758-4447-aaaa-24bb3b24d05d,state-variant,2,"Use knowledge of syllabication patterns to accurately read unfamiliar multisyllabic words in context (e.g., read <i>múltiple</i> in a contextual sentence)",English Language Arts,5-5,2
8a3787c7-0da1-46c0-bf56-ecb46936ab7b,state-variant,2,"Spell multisyllabic words with vowel teams, digraphs, and diphthongs (e.g., leather, however)",English Language Arts,4-5,2
8caf9ec7-4196-49f5-b73f-ce0f50976288,state-variant,2,"Expand knowledge of general academic and content-area vocabulary independently and apply this knowledge correctly when reading (e.g., encountering the word <i>facción</i> while analyzing and commenting on <i>El Federalista</i>; encountering the word <i>tiranía</i> while analyzing and commenting on the words of Simón Bolívar, ""Más cuesta mantener el equilibrio de la libertad que soportar el peso de la tiranía"".)",English Language Arts,11-12,1
8e2ca1c6-e424-4dab-b131-c8ee7afc0484,state-variant,2,"Analyze the connotations of words or phrases used in an informational text that have similar denotative meanings (e.g., atractivo/llamativo; intrincado/elaborado/complejo; alegre/extrovertido/abierto)",English Language Arts,8-8,2
8f554275-6ce6-4055-8043-fc02791c5f46,state-variant,2,"Describe the order of events or ideas in an informational text, recognizing and using words that show sequence (e.g., primero, siguiente, entonces)",English Language Arts,3-3,2
8f916187-4c3d-4a3a-9ec5-ccb0fe68c17e,state-variant,2,"With prompting and support, ask and answer questions about a story's key details (e.g., what is the cow doing in <i>Goodnight Moon?</i>)",English Language Arts,0-0,2
8fced78f-5e6d-40ea-a100-6a8b93f1b144,state-variant,2,"Accurately read unfamiliar grade-appropriate multisyllabic words in isolation, applying greater knowledge of word morphology (e.g., destruction, transport)",English Language Arts,5-5,2
90ddbed8-2214-4bfe-a102-2fb8709b0804,state-variant,2,Recognize language relating to dates,Mathematics,0-0,2
92dfdd68-a276-45b7-9c19-2e18fbf73022,state-variant,2,"Analyze the connotative impact of a word or phrase on the meaning and tone of a literary passage, and evaluate an author's use and refinement of a key term's connotative meaning over the course of a text (e.g., use of <i>honest</i> in <i>Othello</i>)",English Language Arts,12-12,2
97eac5cb-a014-4246-92dc-6823f953dda9,state-variant,2,"Analyze the use of figures of speech such as hyperbole and paradox (e.g., ""the shot heard round the world""; ""What a pity that youth must be wasted on the young"") in grade-appropriate prose and poetry and analyze their role in the text",English Language Arts,11-11,2
9811b860-8093-4285-b99d-8d2af94b6445,state-variant,2,"Identify and understand synonyms for grade-appropriate words (e.g., apasionado, entusiasta,fanático)",English Language Arts,8-8,2
98a93ddb-82d7-4a61-98bd-ed8d3227ceca,state-variant,2,"Segment printed two-syllable words, making sure each syllable contains a vowel sound",English Language Arts,1-2,2
9a0f9148-4195-44a9-be5f-96fc3c1c4b90,state-variant,2,"Describe main story events (e.g., ""Juegan en el parque."")",English Language Arts,-1--1,2
9a31479b-65b9-4611-9dbb-a66028300278,state-variant,2,"Read unfamiliar multisyllabic words in isolation using knowledge of syllabication patterns (e.g., expert, locate)",English Language Arts,4-4,2
9bb6a141-4bdf-4bcd-ac39-cbc61060533c,state-variant,2,"Read grade-level sight words automatically (e.g., again, could, every)",English Language Arts,1-2,2
9ca5f120-ace0-4d14-b198-7f76d7fa435b,state-variant,2,"Decode single-syllable (CVC) words (e.g., cat, get, mom)",English Language Arts,0-0,2
9da1c42c-8e70-4afb-836f-31cda4beac27,state-variant,2,Explain that the number of objects in a rearrangement of a group is the same without recounting,Mathematics,0-0,2
9e6b2577-66ef-4cda-9f7c-8c04e76eee94,state-variant,2,"Identify and read grade-appropriate contractions (e.g., haven't, it's)",English Language Arts,2-3,2
9ff2bf56-07fe-446f-bb76-d54d141ead33,state-variant,2,"Use knowledge of familiar known words to predict the meanings of compound words (e.g., bienvenida, cumpleaños, matamoscas)",English Language Arts,2-2,2
a0bbe859-4599-466d-b25f-1de30131e1ed,state-variant,2,"Name or find synonyms for grade-appropriate words (e.g., adquirir/obtener/conseguir), and explain the slight differences in meanings",English Language Arts,6-6,2
a23a82d6-e60f-46fb-9fb4-877b0d68921e,state-variant,2,"Analyze how a poem's form or structure contributes to its meaning (e.g., the structure of a specific Spanish sonnet, as crafted by Francisco de Quevedo or by Sor Juana Inés de la Cruz)",English Language Arts,7-7,2
a25477b8-3915-4a8c-82b1-64994a3c3192,state-variant,2,"Analyze the connotations of words or phrases used in literary texts that have similar denotative meanings (e.g., atractivo/llamativo; intrincado/elaborado/complejo; alegre/extrovertido/abierto)",English Language Arts,8-8,2
a4ee0c98-8b94-4972-8310-931bab395591,state-variant,2,"Spell multisyllabic words with vowel teams, variable vowel teams, digraphs, and diphthongs (e.g., noodle, boiling)",English Language Arts,2-3,2
a557f9a8-3b25-4569-aee5-4b30e93a978f,state-variant,2,Explain the equivalence between a mixed number and a fraction greater than one,Mathematics,4-4,2
a668509d-045b-4926-8818-f836fa76a9db,state-variant,2,"Analyze a complex sequence of events or set of ideas in an informational text in order to explain connections and relationships, and how individuals, ideas, or events interact and develop over the course of the text in order to determine the impact on the meaning of the text (e.g., discuss how the author has portrayed the political rivalry and friendship between John Adams and Thomas Jefferson over the course of the text)",English Language Arts,12-12,2
a72f644e-3801-43f6-95b9-34d473ccfe77,state-variant,2,"Analyze and explain the importance of subtle differences in meaning between grade-appropriate synonyms (e.g., réplica y reproducción) in context",English Language Arts,9-9,2
a8099db3-12d3-46b1-99ef-a86fe42996f6,state-variant,2,"Analyze nuances and explain the meanings of words when analyzing author's word choices or when choosing words when writing and speaking (e.g., alternate synonym choices, <i>incitar</i> vs. <i>instigar</i>)",English Language Arts,11-11,2
a812f169-07a0-4261-9166-fc5ff1e4aa69,state-variant,2,"Distinguish between commonly confused voiced and unvoiced consonant sounds (e.g., <i>t</i> [to] and <i>d</i> [do]; <i>p</i> [pin] and <i>b</i> [bin]; <i>f</i> [fan] and <i>v</i> [van])",English Language Arts,0-1,2
aa529a8b-cbf6-4001-b6d3-3dd780dad737,state-variant,4,"Use grade-appropriate general academic and content-area vocabulary correctly in context, expanding vocabulary to include words or phrases of particular importance to comprehension or expression (e.g., analizar, clímax, cultural, cultura, ecología, idealista, sumamente)",English Language Arts,7-8,2
aa532061-e40a-4c74-8c3f-0ed3ad6dd88b,state-variant,2,"Summarize how themes interact and build on one another in a complex literary text (e.g., <i>La Ilíada</i>, <i>El cantar de Mío Cid</i>)",English Language Arts,11-11,2
aad1534a-87e8-49d4-af5b-ce280a1918ff,state-variant,2,"Recognize common phrases and characters in fairy tales, folk tales, and nursery rhymes (e.g., once upon a time, happily ever after)",English Language Arts,0-0,2
ad41db3f-0a2a-40b8-9f48-42231f20cb0d,state-variant,2,"Use knowledge of all letter-sound correspondences and syllabication patterns to accurately read unfamiliar multisyllabic words in context (e.g., dialog, circumference, elevated)",English Language Arts,6-7,2
ad6f4c97-e138-4895-81b7-188f1975e912,state-variant,2,"Compare and contrast how two or more literary texts from the same period treat similar themes or topics (e.g., <i>La Voragine</i> by José Eustasio Rivera and <i>Doña Bárbara</i> by Rómulo Gallegos)",English Language Arts,12-12,2
ae01a226-eb7e-4c1a-89fb-66f95de20071,state-variant,3,"Use knowledge of increasingly sophisticated word relationships, including analogies (e.g., descriptive qualities; window: transparent :: mirror: reflective), to clarify the meanings of words in a text",English Language Arts,8-9,3
