relationship_id,skill_a_id,skill_b_id,skill_a_name,skill_b_name,relationship_type,confidence,composite_score,recommended_action,priority,priority_score,rationale
REL-1cd035ac-484d-4560-85e5-6dfa56cf3295-f72459b6-0171-421e-8965-4e69d802a7a6,f72459b6-0171-421e-8965-4e69d802a7a6,1cd035ac-484d-4560-85e5-6dfa56cf3295,Introduce events in first-grade narrative writing,Introduce a narrator in eighth-grade narrative writing,COMPLEMENTARY,0.5599999999999999,0.522,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-a5bac51a-a39f-e311-9503-005056801da1-b7e3216a-1040-491e-bbb3-7d0aa36407a0,b7e3216a-1040-491e-bbb3-7d0aa36407a0,a5bac51a-a39f-e311-9503-005056801da1,Add within 100 using one of various strategies,Subtract within 100 using one of various strategies,DISTINCT,0.9,0.48999999999999994,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-2421fe16-aa89-4bb6-a12d-611be1a3ded5-a5bac51a-a39f-e311-9503-005056801da1,2421fe16-aa89-4bb6-a12d-611be1a3ded5,a5bac51a-a39f-e311-9503-005056801da1,Fluently add and subtract whole numbers within 100 using various strategies,Subtract within 100 using one of various strategies,DISTINCT,0.9,0.49999999999999994,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-7ca3bfaa-479d-e311-b77c-005056801da1-a0a3bfaa-479d-e311-b77c-005056801da1,7ca3bfaa-479d-e311-b77c-005056801da1,a0a3bfaa-479d-e311-b77c-005056801da1,Subtract 10 from a 2-digit number using mental math,Subtract 10 or 100 from a number between 100-900 using mental math,COMPLEMENTARY,0.5599999999999999,0.56,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-64845b77-96fe-4c46-a03f-2acc8e95a1fd-80edef6a-0fe8-4125-b6de-2c6a2610f593,80edef6a-0fe8-4125-b6de-2c6a2610f593,64845b77-96fe-4c46-a03f-2acc8e95a1fd,Compare and order whole numbers up to 100 using models,Compare whole numbers to 1200 using words,DISTINCT,0.9,0.38999999999999996,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-43e12150-69ef-4beb-a799-9dbca036639d-c1d97f7b-684f-4921-91f3-9f7ff30279f4,c1d97f7b-684f-4921-91f3-9f7ff30279f4,43e12150-69ef-4beb-a799-9dbca036639d,Use temporal words to signal the order of events in first-grade narrative writing,Use transitions to signal time shifts in eighth-grade narrative writing,DISTINCT,0.9,0.45999999999999996,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-03bec51a-a39f-e311-9503-005056801da1-a6458c8e-6426-49f9-b3d6-1857f2bc458f,03bec51a-a39f-e311-9503-005056801da1,a6458c8e-6426-49f9-b3d6-1857f2bc458f,"Answer a question using information from a bar graph with a y-axis scale by 2s, 5s, or 10s",Answer a question using information from a data representation,COMPLEMENTARY,0.5599999999999999,0.5066666666666666,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-0ae02b76-e42f-41e3-a70a-41d2cd44dd45-747106ff-c902-4c0b-a962-be41b069f54c,747106ff-c902-4c0b-a962-be41b069f54c,0ae02b76-e42f-41e3-a70a-41d2cd44dd45,Solve a comparison word problem within 20 with unknowns in any position,Solve a 1- or 2-step problem in any addition or subtraction situation within 100,DISTINCT,0.9,0.3433333333333334,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-00bec51a-a39f-e311-9503-005056801da1-39bec51a-a39f-e311-9503-005056801da1,00bec51a-a39f-e311-9503-005056801da1,39bec51a-a39f-e311-9503-005056801da1,Answer a question using information from a pictograph (1 symbol = more than 1 object),Answer a question using information from a circle graph using percentage calculations,COMPLEMENTARY,0.5599999999999999,0.504,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-efbdc51a-a39f-e311-9503-005056801da1-febdc51a-a39f-e311-9503-005056801da1,efbdc51a-a39f-e311-9503-005056801da1,febdc51a-a39f-e311-9503-005056801da1,Read a 2-category tally chart,Read a pictograph (1 symbol = more than 1 object),DISTINCT,0.9,0.48,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-558c10db-6b9f-491d-a8ee-236525ed7959-fdbdc51a-a39f-e311-9503-005056801da1,fdbdc51a-a39f-e311-9503-005056801da1,558c10db-6b9f-491d-a8ee-236525ed7959,Answer a question using information from a tally chart,Answer a question using information from box plots,DISTINCT,0.9,0.378,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-4af74b76-37f4-46cb-8e85-4d368c66c71b-50334c9c-a69f-e311-9503-005056801da1,50334c9c-a69f-e311-9503-005056801da1,4af74b76-37f4-46cb-8e85-4d368c66c71b,"Determine the type of conflict present in a story (e.g., person vs. person/self/nature)",Determine if an addition or subtraction equation within 100 is true or false,DISTINCT,0.9,0.24000000000000002,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-b25a00f4-468a-484d-973d-16d56ef78edf-efbdc51a-a39f-e311-9503-005056801da1,b25a00f4-468a-484d-973d-16d56ef78edf,efbdc51a-a39f-e311-9503-005056801da1,Read an object graph,Read a 2-category tally chart,DISTINCT,0.9,0.48,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-01bec51a-a39f-e311-9503-005056801da1-b25a00f4-468a-484d-973d-16d56ef78edf,b25a00f4-468a-484d-973d-16d56ef78edf,01bec51a-a39f-e311-9503-005056801da1,Read an object graph,"Read a bar graph with a <i>y</i>-axis scale by 2s, 5s, or 10s",DISTINCT,0.9,0.49999999999999994,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-01bec51a-a39f-e311-9503-005056801da1-f5bdc51a-a39f-e311-9503-005056801da1,f5bdc51a-a39f-e311-9503-005056801da1,01bec51a-a39f-e311-9503-005056801da1,Read a pictograph (1 symbol = 1 object),"Read a bar graph with a <i>y</i>-axis scale by 2s, 5s, or 10s",DISTINCT,0.9,0.48,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-297d63d8-2400-e411-9e54-005056801da1-29a3bfaa-479d-e311-b77c-005056801da1,297d63d8-2400-e411-9e54-005056801da1,29a3bfaa-479d-e311-b77c-005056801da1,Add a two-digit number and ones using concrete objects and pictorial representations,Add within 20 using any strategy,DISTINCT,0.9,0.48,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-b25a00f4-468a-484d-973d-16d56ef78edf-fbbdc51a-a39f-e311-9503-005056801da1,b25a00f4-468a-484d-973d-16d56ef78edf,fbbdc51a-a39f-e311-9503-005056801da1,Read an object graph,Read a multi-category tally chart,DISTINCT,0.9,0.48,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-f5bdc51a-a39f-e311-9503-005056801da1-fbbdc51a-a39f-e311-9503-005056801da1,f5bdc51a-a39f-e311-9503-005056801da1,fbbdc51a-a39f-e311-9503-005056801da1,Read a pictograph (1 symbol = 1 object),Read a multi-category tally chart,DISTINCT,0.9,0.48,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-297d63d8-2400-e411-9e54-005056801da1-4f1d0e48-d344-487c-966f-ac41d727c8df,297d63d8-2400-e411-9e54-005056801da1,4f1d0e48-d344-487c-966f-ac41d727c8df,Add a two-digit number and ones using concrete objects and pictorial representations,Add within 100 using pictures or concrete models,DISTINCT,0.9,0.48,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-1aefea77-8247-42ba-a439-107f4fee981d-7b2ad215-7b31-4fd3-8881-86f491e79aba,7b2ad215-7b31-4fd3-8881-86f491e79aba,1aefea77-8247-42ba-a439-107f4fee981d,Add within 100 using one of various strategies without regrouping,Subtract within 1000 using one of various strategies,DISTINCT,0.9,0.4799999999999999,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-39bec51a-a39f-e311-9503-005056801da1-3cbec51a-a39f-e311-9503-005056801da1,39bec51a-a39f-e311-9503-005056801da1,3cbec51a-a39f-e311-9503-005056801da1,Answer a question using information from a circle graph using percentage calculations,Answer a question using information from a histogram,COMPLEMENTARY,0.5599999999999999,0.5142857142857142,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-05931362-6d45-4773-9cb6-4cc4569adbdd-2716e1b1-5870-432d-bbe8-cc2fedf4be33,2716e1b1-5870-432d-bbe8-cc2fedf4be33,05931362-6d45-4773-9cb6-4cc4569adbdd,"Use dialogue to develop experiences, events, and/or characters in seventh-grade narrative writing","Use dialogue to develop experiences, events, and/or characters in eighth-grade narrative writing",DISTINCT,0.9,0.48000000000000004,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-558c10db-6b9f-491d-a8ee-236525ed7959-98117de8-1e18-4dca-8838-a4d2b4eb978f,98117de8-1e18-4dca-8838-a4d2b4eb978f,558c10db-6b9f-491d-a8ee-236525ed7959,Answer a question using information from a picture graph (1 symbol = 1 object),Answer a question using information from box plots,DISTINCT,0.9,0.32999999999999996,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-4f1d0e48-d344-487c-966f-ac41d727c8df-9fa3bfaa-479d-e311-b77c-005056801da1,4f1d0e48-d344-487c-966f-ac41d727c8df,9fa3bfaa-479d-e311-b77c-005056801da1,Add within 100 using pictures or concrete models,Add 10 or 100 to a number between 100-900 using mental math,DISTINCT,0.9,0.48,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-175f65db-8c6c-4ad6-8103-5ec4788ed964-3bbec51a-a39f-e311-9503-005056801da1,175f65db-8c6c-4ad6-8103-5ec4788ed964,3bbec51a-a39f-e311-9503-005056801da1,Use a picture graph or pictograph to represent groups of objects (1 symbol = 1 object),Use a histogram to represent data,DISTINCT,0.9,0.44999999999999996,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-1a2f6763-43b5-405a-9f42-2171e6d4e3aa-24247029-47c9-4f98-aa35-485f99b746c7,1a2f6763-43b5-405a-9f42-2171e6d4e3aa,24247029-47c9-4f98-aa35-485f99b746c7,Organize and represent data with up to four categories,Collect and organize data with up to six categories,DISTINCT,0.9,0.48999999999999994,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-a0a3bfaa-479d-e311-b77c-005056801da1-b690bc43-0230-4feb-999a-97ddcb1a30cf,a0a3bfaa-479d-e311-b77c-005056801da1,b690bc43-0230-4feb-999a-97ddcb1a30cf,Subtract 10 or 100 from a number between 100-900 using mental math,Subtract within 1000 using pictures or concrete models,DISTINCT,0.9,0.48,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-0299a3e5-09b7-42c7-aaa2-a7d3e23aa26e-a1a3bfaa-479d-e311-b77c-005056801da1,0299a3e5-09b7-42c7-aaa2-a7d3e23aa26e,a1a3bfaa-479d-e311-b77c-005056801da1,Add and subtract within 20 using strategies based on place value,Add within 1000 using strategies based on place value,COMPLEMENTARY,0.5599999999999999,0.54,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-40bec51a-a39f-e311-9503-005056801da1-50334c9c-a69f-e311-9503-005056801da1,50334c9c-a69f-e311-9503-005056801da1,40bec51a-a39f-e311-9503-005056801da1,"Determine the type of conflict present in a story (e.g., person vs. person/self/nature)",Determine the mean of a set of data,DISTINCT,0.9,0.27,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-78a3bfaa-479d-e311-b77c-005056801da1-79a3bfaa-479d-e311-b77c-005056801da1,78a3bfaa-479d-e311-b77c-005056801da1,79a3bfaa-479d-e311-b77c-005056801da1,Compare two 2-digit numbers using words,Compare two 2-digit numbers using standard symbols,DISTINCT,0.9,0.45,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-72a3bfaa-479d-e311-b77c-005056801da1-f61b8ae0-f622-4a10-93b3-8708500b5fb3,72a3bfaa-479d-e311-b77c-005056801da1,f61b8ae0-f622-4a10-93b3-8708500b5fb3,Count on by ones from a number within 120,"Count backward by ones from a number within 1,000",COMPLEMENTARY,0.5599999999999999,0.6000000000000001,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-3cbec51a-a39f-e311-9503-005056801da1-fabdc51a-a39f-e311-9503-005056801da1,fabdc51a-a39f-e311-9503-005056801da1,3cbec51a-a39f-e311-9503-005056801da1,Answer a question using information from a bar graph,Answer a question using information from a histogram,DISTINCT,0.9,0.378,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-3885dffd-a47f-43ce-ace3-3e5a8f2e3544-e2f4d211-5f21-4bfc-b897-fafe0f00a74e,e2f4d211-5f21-4bfc-b897-fafe0f00a74e,3885dffd-a47f-43ce-ace3-3e5a8f2e3544,Use transitions to sequence events in seventh-grade narrative writing,Use transitions to signal new settings in eighth-grade narrative writing,DISTINCT,0.9,0.48,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-00bec51a-a39f-e311-9503-005056801da1-03bec51a-a39f-e311-9503-005056801da1,00bec51a-a39f-e311-9503-005056801da1,03bec51a-a39f-e311-9503-005056801da1,Answer a question using information from a pictograph (1 symbol = more than 1 object),"Answer a question using information from a bar graph with a y-axis scale by 2s, 5s, or 10s",COMPLEMENTARY,0.5599999999999999,0.5018181818181817,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-05433989-9af4-4942-a1a9-2372f9191cf4-a4a3bfaa-479d-e311-b77c-005056801da1,05433989-9af4-4942-a1a9-2372f9191cf4,a4a3bfaa-479d-e311-b77c-005056801da1,Add within 20 using strategies based on place value,Subtract within 1000 using strategies based on place value,COMPLEMENTARY,0.5599999999999999,0.51,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-7fc1662f-dbe5-487a-9fa9-fa16fcb86094-9243babc-3d83-43e2-ae93-298a3f8470e0,7fc1662f-dbe5-487a-9fa9-fa16fcb86094,9243babc-3d83-43e2-ae93-298a3f8470e0,Add and subtract within 20 using properties of operations,Fluently add and subtract within 10 using any strategy,DISTINCT,0.9,0.48,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-0eaba9dd-ec3f-4117-9de0-7f9834c371ab-43e12150-69ef-4beb-a799-9dbca036639d,0eaba9dd-ec3f-4117-9de0-7f9834c371ab,43e12150-69ef-4beb-a799-9dbca036639d,Use words to signal order in second-grade narrative writing,Use transitions to signal time shifts in eighth-grade narrative writing,DISTINCT,0.9,0.46499999999999997,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-3ba3bfaa-479d-e311-b77c-005056801da1-cd43f9b1-f59b-49e8-9e62-06a29285a9a8,3ba3bfaa-479d-e311-b77c-005056801da1,cd43f9b1-f59b-49e8-9e62-06a29285a9a8,Write an equation to describe an even number as a sum of two equal addends,Write an equation to describe an odd number as a sum of a double plus one,COMPLEMENTARY,0.5599999999999999,0.6000000000000001,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-00bec51a-a39f-e311-9503-005056801da1-fdbdc51a-a39f-e311-9503-005056801da1,00bec51a-a39f-e311-9503-005056801da1,fdbdc51a-a39f-e311-9503-005056801da1,Answer a question using information from a pictograph (1 symbol = more than 1 object),Answer a question using information from a tally chart,DISTINCT,0.9,0.36428571428571427,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-248063d8-2400-e411-9e54-005056801da1-4c66ef8c-a516-4a27-8f28-c0548a75bee4,248063d8-2400-e411-9e54-005056801da1,4c66ef8c-a516-4a27-8f28-c0548a75bee4,Subtract a two-digit number and ones using concrete objects and pictorial representations,"Subtract a multiple of 10 from a multiple of 10 in the range 10 to 90, using various methods",DISTINCT,0.9,0.48,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-398063d8-2400-e411-9e54-005056801da1-4c66ef8c-a516-4a27-8f28-c0548a75bee4,398063d8-2400-e411-9e54-005056801da1,4c66ef8c-a516-4a27-8f28-c0548a75bee4,Subtract two two-digit numbers using concrete objects and pictorial representations,"Subtract a multiple of 10 from a multiple of 10 in the range 10 to 90, using various methods",DISTINCT,0.9,0.48,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-03bec51a-a39f-e311-9503-005056801da1-39bec51a-a39f-e311-9503-005056801da1,03bec51a-a39f-e311-9503-005056801da1,39bec51a-a39f-e311-9503-005056801da1,"Answer a question using information from a bar graph with a y-axis scale by 2s, 5s, or 10s",Answer a question using information from a circle graph using percentage calculations,COMPLEMENTARY,0.5599999999999999,0.516,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-00bec51a-a39f-e311-9503-005056801da1-f1bdc51a-a39f-e311-9503-005056801da1,f1bdc51a-a39f-e311-9503-005056801da1,00bec51a-a39f-e311-9503-005056801da1,Answer a question using information from a 2-category tally chart,Answer a question using information from a pictograph (1 symbol = more than 1 object),DISTINCT,0.9,0.35666666666666663,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-558c10db-6b9f-491d-a8ee-236525ed7959-a6458c8e-6426-49f9-b3d6-1857f2bc458f,a6458c8e-6426-49f9-b3d6-1857f2bc458f,558c10db-6b9f-491d-a8ee-236525ed7959,Answer a question using information from a data representation,Answer a question using information from box plots,COMPLEMENTARY,0.5599999999999999,0.52,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-b25a00f4-468a-484d-973d-16d56ef78edf-f5bdc51a-a39f-e311-9503-005056801da1,b25a00f4-468a-484d-973d-16d56ef78edf,f5bdc51a-a39f-e311-9503-005056801da1,Read an object graph,Read a pictograph (1 symbol = 1 object),COMPLEMENTARY,0.5599999999999999,0.51,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-40bec51a-a39f-e311-9503-005056801da1-4af74b76-37f4-46cb-8e85-4d368c66c71b,40bec51a-a39f-e311-9503-005056801da1,4af74b76-37f4-46cb-8e85-4d368c66c71b,Determine the mean of a set of data,Determine if an addition or subtraction equation within 100 is true or false,DISTINCT,0.9,0.39,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-24247029-47c9-4f98-aa35-485f99b746c7-7d8bc720-5b3d-4a9d-bd4c-aa1f9bdd5329,24247029-47c9-4f98-aa35-485f99b746c7,7d8bc720-5b3d-4a9d-bd4c-aa1f9bdd5329,Collect and organize data with up to six categories,Collect bivariate data,DISTINCT,0.9,0.48,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-2eebe459-806a-4d27-b57c-6aa363a7eae7-be83f4bd-106a-4158-8dbe-4f2041817bbf,2eebe459-806a-4d27-b57c-6aa363a7eae7,be83f4bd-106a-4158-8dbe-4f2041817bbf,Justify the classification of a whole number as even or odd,Justify the result of a comparison of two 3-digit numbers,DISTINCT,0.9,0.48,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-1a2f6763-43b5-405a-9f42-2171e6d4e3aa-911e448a-5875-4ac7-83f1-7c4c8e2e9807,1a2f6763-43b5-405a-9f42-2171e6d4e3aa,911e448a-5875-4ac7-83f1-7c4c8e2e9807,Organize and represent data with up to four categories,Collect data with up to four categories,DISTINCT,0.9,0.48,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-1aefea77-8247-42ba-a439-107f4fee981d-2aa3bfaa-479d-e311-b77c-005056801da1,2aa3bfaa-479d-e311-b77c-005056801da1,1aefea77-8247-42ba-a439-107f4fee981d,Subtract within 20 using any strategy,Subtract within 1000 using one of various strategies,DISTINCT,0.9,0.44999999999999996,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-558c10db-6b9f-491d-a8ee-236525ed7959-cee82c62-86c3-437d-a1a8-aa75a229fbfd,cee82c62-86c3-437d-a1a8-aa75a229fbfd,558c10db-6b9f-491d-a8ee-236525ed7959,Answer a question using information from an object graph,Answer a question using information from box plots,DISTINCT,0.9,0.33999999999999997,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-72a3bfaa-479d-e311-b77c-005056801da1-e00ba8a1-6b9e-4641-afd1-5a951e577bd6,72a3bfaa-479d-e311-b77c-005056801da1,e00ba8a1-6b9e-4641-afd1-5a951e577bd6,Count on by ones from a number within 120,"Count backward by tens and hundreds from a number within 1,000",COMPLEMENTARY,0.5599999999999999,0.51,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-29a3bfaa-479d-e311-b77c-005056801da1-dda3108b-5fbf-4c28-afd1-fec18e021e7a,29a3bfaa-479d-e311-b77c-005056801da1,dda3108b-5fbf-4c28-afd1-fec18e021e7a,Add within 20 using any strategy,Add within 1000 using one of various strategies,DISTINCT,0.9,0.44999999999999996,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-74bac51a-a39f-e311-9503-005056801da1-996c6bd8-3024-46e3-8c61-b7c5518e0526,74bac51a-a39f-e311-9503-005056801da1,996c6bd8-3024-46e3-8c61-b7c5518e0526,Relate a number-line model to a basic subtraction fact,"Relate a number up to 1,000 to a point on a number line",DISTINCT,0.9,0.48999999999999994,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-2cce6827-25f2-4bc9-ae50-59eeb4b5ba93-8ba5bfaa-479d-e311-b77c-005056801da1,2cce6827-25f2-4bc9-ae50-59eeb4b5ba93,8ba5bfaa-479d-e311-b77c-005056801da1,Interpret the <i>x</i>-intercept of a linear model within context,Interpret a scatter plot of bivariate measurement data,DISTINCT,0.9,0.33000000000000007,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-6d31e8c1-926b-463f-bcae-84d4c4a9a174-b24e6593-bb73-4a71-82ad-588aea209df2,6d31e8c1-926b-463f-bcae-84d4c4a9a174,b24e6593-bb73-4a71-82ad-588aea209df2,Use sensory language to convey experiences and events in seventh-grade narrative writing,Use precise words and phrases to convey experiences and events in seventh-grade narrative writing,COMPLEMENTARY,0.5599999999999999,0.525,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-57bac51a-a39f-e311-9503-005056801da1-f61b8ae0-f622-4a10-93b3-8708500b5fb3,57bac51a-a39f-e311-9503-005056801da1,f61b8ae0-f622-4a10-93b3-8708500b5fb3,Count back by ones from a number less than 20,"Count backward by ones from a number within 1,000",COMPLEMENTARY,0.5599999999999999,0.6000000000000001,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
REL-3885dffd-a47f-43ce-ace3-3e5a8f2e3544-c1d97f7b-684f-4921-91f3-9f7ff30279f4,c1d97f7b-684f-4921-91f3-9f7ff30279f4,3885dffd-a47f-43ce-ace3-3e5a8f2e3544,Use temporal words to signal the order of events in first-grade narrative writing,Use transitions to signal new settings in eighth-grade narrative writing,DISTINCT,0.9,0.46499999999999997,CAPTURE_RELATIONSHIP,P3,0.393,Related skills that support each other but remain distinct
