SKILL_ID,SKILL_NAME,GRADE_LEVEL_NAME,GRADE_LEVEL_SHORT_NAME,SKILL_AREA_NAME,CONTENT_AREA_NAME,AUTHORITY,EQUIVALENCE_TYPE,EQUIVALENCE_GROUP_ID,COMPLEXITY_LEVEL,PREREQUISITE_SKILL_ID,IS_SPIRAL_SKILL
5b314c9c-a69f-e311-9503-005056801da1,"Distinguish between the shapes of different letters (e.g., pick the letter that is different in <i>S</i>, <i>S</i>, <i>C</i>; pick the letter that is different in <i>E</i>, <i>f</i>, <i>f</i>)",Pre-K,PK,Alphabetic Knowledge,English Language Arts,Unknown,grade-progression,SB-0001,0,,True
a20ff61e-e69f-e311-9503-005056801da1,"Name all the letters of the alphabet and recognize their lower- and uppercase forms (e.g., pick another way to write the letter <i>G</i> from <i>q</i>, <i>g</i>, <i>j</i>)",Kindergarten,K,Alphabetic Knowledge,English Language Arts,Unknown,unique,,1,,False
a3a27cf7-5dd4-4a17-9911-6c5a40093139,"With support, begin to write letters of the alphabet including some upper- and lowercase letters (e.g., write most of the letters in one's own name)",Pre-K,PK,Alphabetic Knowledge,English Language Arts,Unknown,unique,,0,,False
a10ff61e-e69f-e311-9503-005056801da1,"Name, rapidly and automatically, the letters of the alphabet",Kindergarten,K,Alphabetic Knowledge,English Language Arts,Unknown,unique,,1,,False
06407ce2-f6dd-466e-a36a-19042d2cb56c,"Critique the similarities and differences in style, purpose, and organization of different genres of literary texts",Grade 12,12,Analysis and Comparison,English Language Arts,Unknown,unique,,13,,False
d9324c9c-a69f-e311-9503-005056801da1,Connect literary works to historical documents or other works to show their influence on one another,Grade 10,10,Analysis and Comparison,English Language Arts,Unknown,unique,,11,,False
ef11f61e-e69f-e311-9503-005056801da1,"Explain similarities and differences (e.g., purpose, organization, main ideas, viewpoint) between informational texts on the same topic",Grade 6,6,Analysis and Comparison,English Language Arts,Unknown,unique,,7,,False
a44b116b-fafe-4a81-b873-fbecc1b2c138,Compare and contrast arguments on the same topic by two authors with different perspectives to evaluate the relevance and sufficiency of their evidence and the validity of their reasoning,Grade 9,9,Analysis and Comparison,English Language Arts,Minnesota K-12 Academic Standards in English Language Arts,unique,,10,,False
e411f61e-e69f-e311-9503-005056801da1,Integrate information from two nonfiction texts on the same topic into a broader understanding in order to write or speak knowledgeably about the topic,Grade 4,4,Analysis and Comparison,English Language Arts,Unknown,unique,,5,,False
70811581-ee22-4221-85ef-ce5233d9f277,"Analyze the progression of an idea or concept over time in works of historical and literary significance (e.g., the meaning of virtue in different periods of literature)",Grade 11,11,Analysis and Comparison,English Language Arts,Minnesota K-12 Academic Standards in English Language Arts,unique,,12,,False
b45c6403-2db5-4fdf-a654-b00b9b2b6fb7,"Synthesize and make connections between ideas in a text and between multiple texts of various genres, providing textual evidence to support analysis",Grade 6,6,Analysis and Comparison,English Language Arts,Unknown,grade-progression,SB-0002,7,8ac6b1d7-280e-42c1-b311-f7896e2c123b,True
d1cceefa-b1f9-4655-8775-a0144fc13fdd,"Compare and contrast elements of poems (e.g., stanzas, verses, rhyme, images)",Grade 3,3,Analysis and Comparison,English Language Arts,North Dakota English Language Arts Content Standards,unique,,4,,False
65868ab8-e28c-4363-bc4e-0eef8fa8b408,"Compare and contrast how two or more literary texts from the same period treat similar themes or topics (e.g., <i>La Voragine</i> by José Eustasio Rivera and <i>Doña Bárbara</i> by Rómulo Gallegos)",Grade 12,12,Analysis and Comparison,English Language Arts,Unknown,unique,,13,,False
ce10f61e-e69f-e311-9503-005056801da1,"Compare and contrast how texts in different forms or genres deal with similar themes or topics (e.g., explain the difference in approaches taken by a fantasy novel and a realistic novel that deal with similar themes)",Grade 6,6,Analysis and Comparison,English Language Arts,Unknown,unique,,7,,False
9311f61e-e69f-e311-9503-005056801da1,Determine when authors have different opinions or viewpoints about a topic and describe events differently,Grade 5,5,Analysis and Comparison,English Language Arts,Unknown,unique,,6,,False
d1baa244-28e9-4866-9c07-c3b3c8d4bd9d,Analyze multiple interpretations of literary texts by authors who represent diverse world cultures,Grade 11,11,Analysis and Comparison,English Language Arts,Unknown,grade-progression,SB-0003,12,,True
987399e7-05e1-4703-adc3-58773713ad45,"Compare and contrast the ideas or themes in literary texts to the cultural, political, intellectual, and social influences of their time, and analyze how social factors of the historical period affect works of fiction",Grade 11,11,Analysis and Comparison,English Language Arts,Illinois Learning Standards for Spanish Language Arts,state-variant,SA-0001,12,,False
33ab12ec-0d2b-4290-ade3-bad5b8e0ac14,"Analyze and compare, with increasing sophistication, informational texts on topics related to diverse cultures and viewpoints",Grade 11,11,Analysis and Comparison,English Language Arts,Unknown,grade-progression,SB-0004,12,75dc16f9-6a48-4032-a124-d51489c5acb9,True
43dbe256-160c-43bb-ab76-96f213687f1a,Recognize the contributions of different cultures to the development of American literature,Grade 11,11,Analysis and Comparison,English Language Arts,Unknown,unique,,12,,False
f0fdea00-0d8a-4ccc-b1f5-71e8476cdb00,Compare informational texts that present conflicting information or opposing views to analyze and evaluate their interpretations and identify where they disagree on facts,Grade 11,11,Analysis and Comparison,English Language Arts,Minnesota K-12 Academic Standards in English Language Arts,unique,,12,,False
df11f61e-e69f-e311-9503-005056801da1,Compare and contrast the most important points and key details presented in informational texts on the same topic,Grade 3,3,Analysis and Comparison,English Language Arts,Unknown,grade-progression,SB-0005,4,d911f61e-e69f-e311-9503-005056801da1,True
ff334c9c-a69f-e311-9503-005056801da1,"Compare how different media (magazine, documentary, Internet, TV news) handle the same story",Grade 9,9,Analysis and Comparison,English Language Arts,Unknown,unique,,10,,False
c210f61e-e69f-e311-9503-005056801da1,"Compare and contrast two or more versions of the same or similar stories such as those by different authors or from different cultures (e.g., describe the similarities and differences between the French story ""The Sleeping Beauty"" by Charles Perrault and the German story ""Little Briar Rose"" by the Brothers Grimm)",Grade 2,2,Analysis and Comparison,English Language Arts,Unknown,unique,,3,,False
9a22ab44-75c3-4420-bf5f-c83cbb0b4495,"Synthesize and make logical connections between ideas within a text and across two or three texts representing similar or different genres, and support those findings with textual evidence",Grade 7,7,Analysis and Comparison,English Language Arts,Unknown,unique,,8,,False
f7bbb5ff-9b01-4827-b20a-1ce9e3eda5e1,"Analyze documents with historical and literary significance from the seventeenth, eighteenth, and nineteenth centuries (including the declarations of independence of Latin American countries, the <i>Response to Sor Filotea de la Cruz</i> by Sor Juana Inés de la Cruz, and <i>Las silvas americanas</i> by Andrés Bello), for their themes, purposes, and rhetorical devices",Grade 11,11,Analysis and Comparison,English Language Arts,Illinois Learning Standards for Spanish Language Arts,unique,,12,,False
9a47e2ab-7ae3-4660-aab7-9f7402eac729,Compare and contrast ideas and themes presented in literary and informational texts on the same topics,Grade 4,4,Analysis and Comparison,English Language Arts,Unknown,grade-progression,SB-0005,5,df11f61e-e69f-e311-9503-005056801da1,True
1068becb-8a87-4632-8490-ad1cf2141bc9,Synthesize and make connections between ideas and details in several texts with differing viewpoints on the same topic,Grade 9,9,Analysis and Comparison,English Language Arts,Unknown,grade-progression,SB-0006,10,,True
6587df4e-6df0-447e-adbd-49902cf88928,Compare and contrast how authors use literary and sound devices to convey messages and elicit emotional responses,Grade 9,9,Analysis and Comparison,English Language Arts,Unknown,unique,,10,,False
0f12f61e-e69f-e311-9503-005056801da1,"Analyze and compare nonfiction texts of various genres (e.g., speeches, editorials, essays) for their use of rhetorical devices such as irony and metaphor",Grade 10,10,Analysis and Comparison,English Language Arts,Unknown,unique,,11,,False
f0267ee4-066b-4dc8-8883-ecca1a2d78c9,"Compare two or more literary and nonfiction texts on the same topic or with similar themes, including how they approach ideas and how they are organized",Grade 6,6,Analysis and Comparison,English Language Arts,Unknown,unique,,7,,False
87eeb392-2abd-43b8-8057-0236da20638c,"Compare and contrast myths and traditional literature in different cultures (e.g., ideas of afterlife, roles and characteristics of deities, purposes of myths)",Grade 8,8,Analysis and Comparison,English Language Arts,Unknown,unique,,9,,False
0b0b2b7c-22da-4ab2-a46a-6aa3e2e1d396,"Compare the effects of literary and sound devices (e.g., how they impact meaning or elicit an emotional response) in and across texts",Grade 10,10,Analysis and Comparison,English Language Arts,Unknown,unique,,11,,False
163ec225-3800-e411-9e54-005056801da1,"Compare, in detail, themes and main ideas across literary texts",Grade 7,7,Analysis and Comparison,English Language Arts,North Dakota English Language Arts Content Standards,unique,,8,,False
b9d8c2ae-2a29-4e53-b288-3c030d744026,"Analyze the development of universal themes (e.g., coming of age, relationship with nature) in literature from different eras (e.g., stories, poems, literary nonfiction) and how contemporary works draw on themes, patterns, and archetypes from mythology and other influential works of the past",Grade 11,11,Analysis and Comparison,English Language Arts,Indiana Academic Standards for English/Language Arts,unique,,12,,False
a5324c9c-a69f-e311-9503-005056801da1,Make and explain the connections between the literary elements of works from the same time period in order to understand their commonality,Grade 7,7,Analysis and Comparison,English Language Arts,Unknown,unique,,8,,False
fe324c9c-a69f-e311-9503-005056801da1,"Connect literary works to other works and to events or ideas of their time (e.g., in ""Siddhartha,"" Herman Hesse is writing about an influential figure from 500 BCE, but his work is more influenced by the existential ideas of his own time)",Grade 12,12,Analysis and Comparison,English Language Arts,Unknown,unique,,13,,False
8ac6b1d7-280e-42c1-b311-f7896e2c123b,"Make connections between texts across various genres, providing textual evidence to support analysis",Grade 5,5,Analysis and Comparison,English Language Arts,Unknown,grade-progression,SB-0002,6,,True
0b40c225-3800-e411-9e54-005056801da1,"Make critical comparisons about contexts, themes, characterization, style, and literary quality within and between texts, drawing on critical understanding of the context (e.g., Compare the development of character foils in <i>Jane Eyre</i>. How does their development reflect differences in society at the time?)",Grade 11,11,Analysis and Comparison,English Language Arts,North Dakota English Language Arts Content Standards,unique,,12,,False
f33dc225-3800-e411-9e54-005056801da1,"Compare and contrast themes and ideas within a text or in different texts, beginning to take social, cultural, and historical context into account",Grade 8,8,Analysis and Comparison,English Language Arts,North Dakota English Language Arts Content Standards,unique,,9,,False
3ab149dd-0d70-4e8b-911a-6ef8dc13c288,"Compare and contrast two or more versions of the same or similar stories such as those by different authors or from different cultures (e.g., describe the similarities and differences between the French story ""Cenicienta"" recounted by Charles Perrault and the Xhosa story ""Las Bellas Hijas de Mufaro"" recounted by John Steptoe)",Grade 2,2,Analysis and Comparison,English Language Arts,Illinois Learning Standards for Spanish Language Arts,unique,,3,,False
f8ec3c47-bed9-4b15-9753-5466030621e0,"Analyze how works of literature from various cultures and time periods (e.g., Hispanic and Native American literature) reflect authors' culture, and explain the impact of these works in a larger context, citing evidence",Grade 7,7,Analysis and Comparison,English Language Arts,Unknown,unique,,8,,False
64b0d0dc-e193-4965-a136-27ab07a835f2,Analyze multiple interpretations of challenging literary texts by authors who represent diverse world cultures,Grade 12,12,Analysis and Comparison,English Language Arts,Unknown,grade-progression,SB-0003,13,d1baa244-28e9-4866-9c07-c3b3c8d4bd9d,True
fb7f334d-2c59-4cb2-a9c5-5db54b8ebb2e,"Compare and contrast a literary text's portrayal of time, place, and characters with historical facts and nonfictional accounts of the same period (e.g., discuss the portrayal of historical characters and events in <i>Largo pétalo de mar</i> by Isabel Allende as opposed to the facts and accounts presented about the Spanish Civil War and its refugees in a history text)",Grade 7,7,Analysis and Comparison,English Language Arts,Unknown,unique,,8,,False
dd10f61e-e69f-e311-9503-005056801da1,Evaluate a literary work's commentary and contribution to issues and ideas by comparing and contrasting its theme(s) to other works from the same historical period,Grade 12,12,Analysis and Comparison,English Language Arts,Unknown,unique,,13,,False
d610f61e-e69f-e311-9503-005056801da1,"Analyze archetypes and motifs found in classical literature and how classical literature has affected modern literature and film (e.g., explain how the movie <i>10 Things I Hate About You</i> interprets themes from Shakespeare's <i>The Taming of the Shrew</i>)",Grade 9,9,Analysis and Comparison,English Language Arts,Unknown,unique,,10,,False
786be436-cd1b-4ddf-8d72-5d9800439179,"Compare and contrast how stories, myths, and other traditional literature from various cultures approach similar themes and ideas (e.g., good versus evil) and how different stories may employ archetypal patterns (e.g., the quest)",Grade 4,4,Analysis and Comparison,English Language Arts,Illinois Learning Standards for Spanish Language Arts,unique,,5,,False
425fc384-67b1-487d-8fc1-e6c448c1d3af,Compare how different authors achieve their purposes in works of nonfiction on similar topics,Grade 8,8,Analysis and Comparison,English Language Arts,Unknown,unique,,9,,False
165c2dd8-be77-4e5c-8068-f9cf3cdd11ab,"Analyze and compare dramatic elements of plays from the United States, Great Britain, and other countries",Grade 12,12,Analysis and Comparison,English Language Arts,Unknown,unique,,13,,False
d411f61e-e69f-e311-9503-005056801da1,"Determine how things are alike and different in informational texts on the same topic (e.g., illustrations, descriptions, procedures)",Grade 1,1,Analysis and Comparison,English Language Arts,Unknown,grade-progression,SB-0007,2,d011f61e-e69f-e311-9503-005056801da1,True
aff9e31e-9066-47dd-8144-911c7f1c27a5,"Make connections to own experiences, to ideas in other texts, and to the larger community (e.g., the character is like someone I know; many people would make the same choice)",Grade 2,2,Analysis and Comparison,English Language Arts,Unknown,unique,,3,,False
21eb6096-243d-4e4d-8e0c-f705bbcbf360,Describe how works of literature from various cultures reflect authors' culture and compare different perspectives found in texts to one's own,Grade 6,6,Analysis and Comparison,English Language Arts,Unknown,unique,,7,,False
0012f61e-e69f-e311-9503-005056801da1,Describe instances in which authors writing about the same informational topic disagree or arrive at different conclusions,Grade 8,8,Analysis and Comparison,English Language Arts,Unknown,unique,,9,,False
0d3ec225-3800-e411-9e54-005056801da1,"Compare similarities and differences in stories from the same genre (e.g., common characters, events and settings in traditional tales)",Grade 2,2,Analysis and Comparison,English Language Arts,Unknown,unique,,3,,False
29b5c07f-d8a1-4a13-a7e8-5f8dae14fbaf,"Make connections (e.g., thematic links, author analysis) between literary and informational texts with similar ideas and provide textual evidence",Grade 3,3,Analysis and Comparison,English Language Arts,Unknown,unique,,4,,False
3502b123-0ef8-47c6-abc7-55cca250d616,"Describe connections between texts or other sources, and between texts and personal experience",Grade 11,11,Analysis and Comparison,English Language Arts,Unknown,unique,,12,,False
556d8fa4-7ae3-4e86-a837-22f8a87d2052,"Analyze archetypes and motifs in literary works and how authors may draw on themes from influential works and stories of the past (e.g., superhero films based on the powers of gods in diverse mythologies)",Grade 10,10,Analysis and Comparison,English Language Arts,Unknown,unique,,11,,False
de10f61e-e69f-e311-9503-005056801da1,"Compare and contrast how two or more literary texts from the same period treat similar themes or topics (e.g., Upton Sinclair's <i>The Jungle</i> and Carl Sandburg's poem ""Chicago"")",Grade 12,12,Analysis and Comparison,English Language Arts,Unknown,unique,,13,,False
9611f61e-e69f-e311-9503-005056801da1,Compare and contrast authors' perspectives in multiple accounts of the same event or topic in informational texts,Grade 5,5,Analysis and Comparison,English Language Arts,Unknown,unique,,6,,False
0c40c225-3800-e411-9e54-005056801da1,"Make critical comparisons between texts, drawing on wider reading and knowledge (e.g., knowledge of historical context, literary movements)",Grade 9,9,Analysis and Comparison,English Language Arts,Unknown,unique,,10,,False
959ab3f2-6719-4f64-bac9-737e401f97c8,"Compare works of historical and literary significance to analyze the progression of ideas or concepts over decades or centuries and how they have changed with their context (e.g., the idea of a republic from Plato to Machiavelli to John Locke and the founders of the United States)",Grade 12,12,Analysis and Comparison,English Language Arts,Minnesota K-12 Academic Standards in English Language Arts,unique,,13,,False
a511f61e-e69f-e311-9503-005056801da1,Compare and contrast authors' purposes or positions in informational texts on similar topics,Grade 7,7,Analysis and Comparison,English Language Arts,Unknown,unique,,8,,False
d110f61e-e69f-e311-9503-005056801da1,"Describe instances of modern literary texts drawing on the characteristics, themes, and patterns or events of epic tales, myths, and traditional tales, and compare and contrast the modern text to its source material",Grade 7,7,Analysis and Comparison,English Language Arts,Unknown,unique,,8,,False
1b12f61e-e69f-e311-9503-005056801da1,"Analyze the similarities and differences in style, purpose, treatment of theme, use of rhetorical devices, and organization of informational texts of historical and literary significance",Grade 12,12,Analysis and Comparison,English Language Arts,Unknown,unique,,13,,False
c410f61e-e69f-e311-9503-005056801da1,"Compare and contrast traditional tales (e.g., trickster tales from different cultures) and describe their similarities and differences",Grade 3,3,Analysis and Comparison,English Language Arts,Unknown,unique,,4,,False
534eb64f-eca7-4483-b21e-ac51219171f0,Synthesize and make connections between ideas and information in several texts to reflect a range of viewpoints on the same topic,Grade 10,10,Analysis and Comparison,English Language Arts,Unknown,grade-progression,SB-0006,11,1068becb-8a87-4632-8490-ad1cf2141bc9,True
f4b60cbf-628a-4640-b12d-b05e7bef2d9a,"Analyze and compare the themes or central ideas of multiple texts, researching and interpreting how each author's perspective, personal context, and bias have impacted the text",Grade 10,10,Analysis and Comparison,English Language Arts,Minnesota K-12 Academic Standards in English Language Arts,unique,,11,,False
0e12f61e-e69f-e311-9503-005056801da1,Compare and contrast the treatment of similar themes or topics across genres or mediums in order to explain how the genre or medium shapes the theme or topic,Grade 10,10,Analysis and Comparison,English Language Arts,Unknown,unique,,11,,False
0719e940-17b5-4c1d-a2ac-480e904e449e,"Analyze how works of literature from various cultures and time periods (e.g., Hispanic and Native American literature) reflect and are influenced by authors' culture and perspective, and evaluate the impact of these works in a larger context, citing evidence",Grade 8,8,Analysis and Comparison,English Language Arts,Unknown,unique,,9,,False
f811f61e-e69f-e311-9503-005056801da1,Analyze similarities and differences in emphasis and interpretation in informational texts on the same topic,Grade 7,7,Analysis and Comparison,English Language Arts,Unknown,unique,,8,,False
d910f61e-e69f-e311-9503-005056801da1,"Analyze archetypes and motifs in literary works and how authors may draw on themes from influential works and stories of the past (e.g., explain how a newer book such as <i>The Hunger Games</i> by Suzanne Collins draws on dystopian themes explored in earlier works such as ""The Lottery"" by Shirley Jackson and <i>Lord of the Flies</i> by William Golding)",Grade 10,10,Analysis and Comparison,English Language Arts,Unknown,unique,,11,,False
2f334c9c-a69f-e311-9503-005056801da1,Recognize themes and situations in literary texts that are applicable to real life,Grade 5,5,Analysis and Comparison,English Language Arts,Unknown,unique,,6,,False
ccd57e6d-9cfa-4d1c-a2d9-64b4c19b4060,"Listen to similar stories or texts on the same topic, and with support, discuss similarities and differences",Pre-K,PK,Analysis and Comparison,English Language Arts,Unknown,unique,,0,,False
c9bea921-3989-48c5-ad29-884301d6cfc4,"Make connections between and across texts, including other media (e.g., film, play), and provide textual evidence",Grade 7,7,Analysis and Comparison,English Language Arts,Unknown,unique,,8,,False
da81e49d-1d96-4208-aa32-364e28278569,"Make intertextual links among and across texts, using evidence from the texts (e.g., compare a book to a film based on it; recognize literary allusions to other works)",Grade 8,8,Analysis and Comparison,English Language Arts,Unknown,unique,,9,,False
6a22d694-281d-4d68-8df5-03ece67a91c3,"Analyze how works of literature from various cultures reflect authors' culture, and explain the impact of these works in a larger context, citing evidence",Grade 7,7,Analysis and Comparison,English Language Arts,Unknown,grade-progression,SB-0008,8,,True
eb11f61e-e69f-e311-9503-005056801da1,"Integrate information on a topic from several nonfiction texts to develop a base of knowledge on a subject (e.g., categorize/organize information, compare information, summarize from multiple texts)",Grade 5,5,Analysis and Comparison,English Language Arts,Unknown,unique,,6,,False
144acda7-00aa-4267-ad35-577f36c23166,"Make connections between literary, informational, and media text and one's own experience and prior knowledge, drawing on this knowledge to make critical comparisons",Grade 9,9,Analysis and Comparison,English Language Arts,Unknown,unique,,10,,False
1412f61e-e69f-e311-9503-005056801da1,"Analyze the similarities and differences in style (e.g., formal, informal, conversational, scholarly, journalistic, poetic) and purpose (e.g., to convince, to rebut, to entertain, to critique, to inform) of informational texts, and analyze their treatment of themes and use of rhetorical devices",Grade 11,11,Analysis and Comparison,English Language Arts,Unknown,unique,,12,,False
75dc16f9-6a48-4032-a124-d51489c5acb9,Analyze and compare informational texts on topics related to diverse cultures and viewpoints,Grade 10,10,Analysis and Comparison,English Language Arts,Unknown,grade-progression,SB-0004,11,585f73bc-70bc-4955-9c9c-f59ade0ae2b3,True
538b3c96-2f0f-4f92-abf8-631d8f4f2a8f,"Compare the quality and soundness of various explanations of concepts and ideas encountered in informational text or media, analyzing the evidence for these explanations",Grade 11,11,Analysis and Comparison,English Language Arts,Unknown,unique,,12,,False
a3f03087-352e-4b36-ab0d-92e6cbb5e5c7,"Recognize and describe instances of authors writing about the same issue reaching different conclusions because of differences in assumptions, evidence, reasoning, and viewpoints",Grade 12,12,Analysis and Comparison,English Language Arts,Unknown,unique,,13,,False
cb10f61e-e69f-e311-9503-005056801da1,"Compare and contrast how stories from the same genre deal with similar themes and topics (e.g., describe how different mystery stories employ the archetype of the detective)",Grade 5,5,Analysis and Comparison,English Language Arts,Unknown,unique,,6,,False
d911f61e-e69f-e311-9503-005056801da1,Compare and contrast the most important points presented in informational texts on the same topic,Grade 2,2,Analysis and Comparison,English Language Arts,Unknown,grade-progression,SB-0005,3,,True
3b3e6f4b-f359-44d0-88d2-f9c2c3bf614a,"Compare and contrast how two significant nonfiction works address similar themes and concepts (e.g., the Declaration of Independence of the United States and that of a Latin American country)",Grade 9,9,Analysis and Comparison,English Language Arts,Unknown,unique,,10,,False
db10f61e-e69f-e311-9503-005056801da1,"Compare and contrast the ideas or themes in literary texts (e.g., foundational works of American literature) to the cultural, political, intellectual, and social influences of their time, and analyze how social factors of the historical period affect works of fiction",Grade 11,11,Analysis and Comparison,English Language Arts,Unknown,state-variant,SA-0001,12,,False
d310f61e-e69f-e311-9503-005056801da1,"Analyze how modern literary texts draw on the character types, themes, patterns, or events of epic tales, myths, and traditional stories, comparing and contrasting the texts to their sources in order to determine how the sources are rendered new",Grade 8,8,Analysis and Comparison,English Language Arts,Unknown,unique,,9,,False
37417eb3-d9a7-4354-9c83-2982cb6b6611,"Compare texts published in different time periods to analyze how their historical contexts have influenced their meaning, content, or style ",Grade 6,6,Analysis and Comparison,English Language Arts,Minnesota K-12 Academic Standards in English Language Arts,unique,,7,,False
493dc225-3800-e411-9e54-005056801da1,"Analyze elements (e.g., plot, character, setting, theme) in a variety of related literary texts (e.g., texts from the same time period, texts based on a similar theme)",Grade 8,8,Analysis and Comparison,English Language Arts,Unknown,unique,,9,,False
585f73bc-70bc-4955-9c9c-f59ade0ae2b3,Analyze informational texts on topics related to diverse cultures and viewpoints,Grade 9,9,Analysis and Comparison,English Language Arts,Unknown,grade-progression,SB-0004,10,,True
5b545e2e-d08f-441b-9d9c-589006f39948,"Analyze how works of literature from various cultures reflect and are influenced by authors' culture and perspective, and evaluate the impact of these works in a larger context, citing evidence",Grade 8,8,Analysis and Comparison,English Language Arts,Unknown,grade-progression,SB-0008,9,6a22d694-281d-4d68-8df5-03ece67a91c3,True
aea86f5f-3490-4f5b-bcd3-7beadd4c5cd3,"Analyze and evaluate the aesthetic and ethical statements of literary texts, making connections to other texts and to historical and cultural context",Grade 10,10,Analysis and Comparison,English Language Arts,Unknown,unique,,11,,False
69334c9c-a69f-e311-9503-005056801da1,Analyze how authors draw on or are influenced by other works,Grade 9,9,Analysis and Comparison,English Language Arts,Unknown,unique,,10,,False
05dd19c0-98e0-470e-89d8-71d7882e9a53,"Compare and contrast approaches to similar themes and topics within types of poetry (e.g., how haiku often make observations about nature)",Grade 5,5,Analysis and Comparison,English Language Arts,North Dakota English Language Arts Content Standards,unique,,6,,False
42be794f-9153-40b4-a304-a9dc6d5e2773,"Analyze nonfiction works of historical or literary significance (e.g., speeches from public figures, political documents) including how related themes and concepts are treated",Grade 10,10,Analysis and Comparison,English Language Arts,Unknown,unique,,11,,False
0dbeef7a-c2da-421c-ac0d-691976ffe759,"Compare and contrast similar themes, topics, and patterns in poetry (e.g., poems about friendship from different cultures)",Grade 4,4,Analysis and Comparison,English Language Arts,North Dakota English Language Arts Content Standards,unique,,5,,False
81f3f950-e21c-4930-9357-2e12a687cd94,"Synthesize information from texts on topics related to diverse cultures and viewpoints, recognizing how the viewpoints of particular cultures contribute to understanding of the topic",Grade 12,12,Analysis and Comparison,English Language Arts,Unknown,unique,,13,,False
d010f61e-e69f-e311-9503-005056801da1,"Compare and contrast a literary text's portrayal of time, place, and characters with historical facts and nonfictional accounts of the same period (e.g., discuss the portrayal of historical characters and events in <i>Johnny Tremain</i> as opposed to the facts and accounts presented about the Revolutionary War in a history text)",Grade 7,7,Analysis and Comparison,English Language Arts,Unknown,unique,,8,,False
70604438-8d67-4ee1-9162-e5be6eddde78,"Compare and evaluate how different authors develop and use narrative techniques, including plot structure, word choice, and other devices to shape literary works, impact their audience, and create meaning",Grade 12,12,Analysis and Comparison,English Language Arts,Georgia K-12 English Language Arts Standards,unique,,13,,False
c510f61e-e69f-e311-9503-005056801da1,"Compare and contrast elements (e.g., major events/problems, setting, moral/lesson) in similar stories (e.g., describe similarities and differences between books in a series written by the same author or books with the same or similar characters or plots)",Grade 3,3,Analysis and Comparison,English Language Arts,Unknown,unique,,4,,False
